PitchNo,Date,PAofInning,PitchofPA,Pitcher,PitcherThrows,Batter,BatterSide,Outs,Balls,Strikes,TaggedPitchType,PitchCall,RelSpeed,PlayResult,TaggedHitType,
1,2026/8/16,1,1,矢後,Right,新井,Left,0,0,0,Fastball,StrikeCalled,,,,
2,2026/8/16,1,2,矢後,Right,新井,Left,0,0,1,Fastball,StrikeCalled,,,,
3,2026/8/16,1,3,矢後,Right,新井,Left,0,0,2,ChangeUp,InPlay,,Out,GroundBall,
4,2026/8/16,2,1,矢後,Right,西谷,Left,1,0,0,Fastball,BallCalled,,,,
5,2026/8/16,2,2,矢後,Right,西谷,Left,1,1,0,Fastball,StrikeCalled,,,,
6,2026/8/16,2,3,矢後,Right,西谷,Left,1,1,1,Fastball,BallCalled,,,,
7,2026/8/16,2,4,矢後,Right,西谷,Left,1,2,1,Fastball,BallCalled,,,,
8,2026/8/16,2,5,矢後,Right,西谷,Left,1,3,1,Fastball,BallCalled,,Walk,,
9,2026/8/16,3,1,矢後,Right,金子,Right,1,0,0,Fastball,BallCalled,,,,
10,2026/8/16,3,2,矢後,Right,金子,Right,1,1,0,Fastball,BallCalled,,,,
11,2026/8/16,3,3,矢後,Right,金子,Right,1,2,0,Fastball,StrikeCalled,,,,
12,2026/8/16,3,4,矢後,Right,金子,Right,1,2,1,Fastball,StrikeCalled,,,,
13,2026/8/16,3,5,矢後,Right,金子,Right,1,2,2,Fastball,FoulBallFieldable,,,,
14,2026/8/16,3,6,矢後,Right,金子,Right,1,2,2,Fastball,BallCalled,,,,
15,2026/8/16,3,7,矢後,Right,金子,Right,1,3,2,Fastball,InPlay,,Out,FlyBall,
16,2026/8/16,4,1,矢後,Right,島田,Left,2,0,0,Fastball,BallCalled,,,,
17,2026/8/16,4,2,矢後,Right,島田,Left,2,1,0,Fastball,BallCalled,,,,
18,2026/8/16,4,3,矢後,Right,島田,Left,2,2,0,Fastball,StrikeCalled,,,,
19,2026/8/16,4,4,矢後,Right,島田,Left,2,2,1,Fastball,BallCalled,,,,
20,2026/8/16,4,5,矢後,Right,島田,Left,2,3,1,Fastball,FoulBallFieldable,,,,
21,2026/8/16,4,6,矢後,Right,島田,Left,2,3,2,Fastball,BallCalled,,Walk,,
1,2026/8/16,1,1,岡安,Left,横井,Right,0,0,0,Fastball,StrikeCalled,,,,
2,2026/8/16,1,2,岡安,Left,横井,Right,0,0,1,Fastball,InPlay,,Out,FlyBall,
1,2026/8/16,1,1,佐々木,Left,野田,Left,0,0,0,Slider,BallCalled,,,,
2,2026/8/16,1,2,佐々木,Left,野田,Left,0,1,0,Slider,InPlay,,Out,GroundBall,
3,2026/8/16,2,1,佐々木,Left,茨木,Left,1,0,0,Curveball,StrikeCalled,,,,
4,2026/8/16,2,2,佐々木,Left,茨木,Left,1,0,1,Curveball,BallCalled,,,,
5,2026/8/16,2,3,佐々木,Left,茨木,Left,1,1,1,Fastball,BallCalled,,,,
6,2026/8/16,2,4,佐々木,Left,茨木,Left,1,2,1,Curveball,StrikeSwinging,,,,
7,2026/8/16,2,5,佐々木,Left,茨木,Left,1,2,2,Slider,StrikeCalled,,Strikeout,,
8,2026/8/16,3,1,佐々木,Left,渡邊康,Right,2,0,0,Fastball,StrikeCalled,,,,
9,2026/8/16,3,2,佐々木,Left,渡邊康,Right,2,0,1,Fastball,StrikeSwinging,,,,
10,2026/8/16,3,3,佐々木,Left,渡邊康,Right,2,0,2,Fastball,BallCalled,,,,
11,2026/8/16,3,4,佐々木,Left,渡邊康,Right,2,1,2,Slider,BallCalled,,,,
12,2026/8/16,3,5,佐々木,Left,渡邊康,Right,2,2,2,Slider,BallCalled,,,,
13,2026/8/16,3,6,佐々木,Left,渡邊康,Right,2,3,2,Slider,StrikeSwinging,,Strikeout,,
1,2026/8/16,1,1,岡安,Left,大野,Left,0,0,0,Fastball,BallCalled,,,,
2,2026/8/16,1,2,岡安,Left,大野,Left,0,1,0,Fastball,BallCalled,,,,
3,2026/8/16,1,3,岡安,Left,大野,Left,0,2,0,Fastball,BallCalled,,,,
4,2026/8/16,1,4,岡安,Left,大野,Left,0,3,0,Fastball,BallCalled,,Walk,,
5,2026/8/16,2,1,岡安,Left,片山,Left,0,0,0,Fastball,StrikeCalled,,,,
6,2026/8/16,2,2,岡安,Left,片山,Left,0,0,1,Fastball,InPlay,,Sacrifice,Bunt,
7,2026/8/16,3,1,岡安,Left,村野,Left,1,0,0,Curveball,StrikeCalled,,,,
8,2026/8/16,3,2,岡安,Left,村野,Left,1,0,1,Slider,BallCalled,,,,
9,2026/8/16,3,3,岡安,Left,村野,Left,1,1,1,Slider,BallCalled,,,,
10,2026/8/16,3,4,岡安,Left,村野,Left,1,2,1,Fastball,InPlay,,Out,FlyBall,
11,2026/8/16,4,1,岡安,Left,池田,Left,2,0,0,Slider,StrikeCalled,,,,
12,2026/8/16,4,2,岡安,Left,池田,Left,2,0,1,Fastball,InPlay,,Out,FlyBall,
1,2026/8/16,1,1,佐々木,Left,高崎,Right,0,0,0,Fastball,StrikeCalled,,,,
2,2026/8/16,1,2,佐々木,Left,高崎,Right,0,0,1,Fastball,StrikeCalled,,,,
3,2026/8/16,1,3,佐々木,Left,高崎,Right,0,0,2,ChangeUp,BallCalled,,,,
