PitchNo,Date,PAofInning,PitchofPA,Pitcher,PitcherThrows,Batter,BatterSide,Outs,Balls,Strikes,TaggedPitchType,PitchCall,RelSpeed,PlayResult,TaggedHitType
1,2026/7/12,1,1,宮城,Left,阿部,Left,0,0,0,Fastball,StrikeCalled,141,,
2,2026/7/12,1,2,宮城,Left,阿部,Left,0,0,1,Fastball,InPlay,140,Out,GroundBall
3,2026/7/12,2,1,宮城,Left,山根,Right,1,0,0,Fastball,InPlay,138,Double,FlyBall
4,2026/7/12,3,1,宮城,Left,岡西,Left,1,0,0,Fastball,BallCalled,142,,
5,2026/7/12,3,2,宮城,Left,岡西,Left,1,1,0,Fastball,StrikeCalled,141,,
6,2026/7/12,3,3,宮城,Left,岡西,Left,1,1,1,Cutter,BallCalled,127,,
7,2026/7/12,3,4,宮城,Left,岡西,Left,1,2,1,Cutter,FoulBallFieldable,126,,
8,2026/7/12,3,5,宮城,Left,岡西,Left,1,2,2,Fastball,InPlay,142,Single,LineDrive
9,2026/7/12,4,1,宮城,Left,尾形,Left,1,0,0,Fastball,StrikeCalled,143,,
10,2026/7/12,4,2,宮城,Left,尾形,Left,1,0,1,Splitter,BallCalled,128,,
11,2026/7/12,4,3,宮城,Left,尾形,Left,1,1,1,Fastball,BallCalled,140,,
12,2026/7/12,4,4,宮城,Left,尾形,Left,1,2,1,Splitter,BallCalled,,,
13,2026/7/12,4,5,宮城,Left,尾形,Left,1,3,1,Splitter,StrikeSwinging,127,,
14,2026/7/12,4,6,宮城,Left,尾形,Left,1,3,2,Splitter,BallCalled,128,Walk,
15,2026/7/12,5,1,宮城,Left,髙橋海,Right,1,0,0,Fastball,InPlay,140,Single,GroundBall
16,2026/7/12,6,1,宮城,Left,永田,Right,1,0,0,Fastball,StrikeCalled,141,,
17,2026/7/12,6,2,宮城,Left,永田,Right,1,0,1,Splitter,BallCalled,130,,
18,2026/7/12,6,3,宮城,Left,永田,Right,1,1,1,Splitter,InPlay,128,Out,GroundBall
1,2026/7/12,1,1,髙橋煌,Right,井櫻,Left,0,0,0,Cutter,BallCalled,136,,
2,2026/7/12,1,2,髙橋煌,Right,井櫻,Left,0,1,0,Cutter,BallCalled,130,,
3,2026/7/12,1,3,髙橋煌,Right,井櫻,Left,0,2,0,Fastball,StrikeCalled,145,,
4,2026/7/12,1,4,髙橋煌,Right,井櫻,Left,0,2,1,Fastball,BallCalled,146,,
5,2026/7/12,1,5,髙橋煌,Right,井櫻,Left,0,3,1,Fastball,BallCalled,146,Walk,
6,2026/7/12,2,1,髙橋煌,Right,坂口,Right,0,0,0,Cutter,FoulBallFieldable,136,,
7,2026/7/12,2,2,髙橋煌,Right,坂口,Right,0,0,1,Fastball,InPlay,146,Out,FlyBall
8,2026/7/12,3,1,髙橋煌,Right,川尻,Right,1,0,0,Fastball,BallCalled,147,,
9,2026/7/12,3,2,髙橋煌,Right,川尻,Right,1,1,0,Fastball,InPlay,,Out,FlyBall
10,2026/7/12,4,1,髙橋煌,Right,寺尾,Right,2,0,0,Cutter,BallCalled,136,,
11,2026/7/12,4,2,髙橋煌,Right,寺尾,Right,2,1,0,Fastball,FoulBallFieldable,144,,
12,2026/7/12,4,3,髙橋煌,Right,寺尾,Right,2,1,1,Cutter,FoulBallFieldable,136,,
13,2026/7/12,4,4,髙橋煌,Right,寺尾,Right,2,1,2,Fastball,InPlay,146,Out,FlyBall
1,2026/7/12,1,1,宮城,Left,霜,Right,0,0,0,Fastball,BallCalled,140,,
2,2026/7/12,1,2,宮城,Left,霜,Right,0,1,0,Fastball,StrikeCalled,140,,
3,2026/7/12,1,3,宮城,Left,霜,Right,0,1,1,Splitter,BallCalled,126,,
4,2026/7/12,1,4,宮城,Left,霜,Right,0,2,1,Splitter,InPlay,124,Out,GroundBall
5,2026/7/12,2,1,宮城,Left,三戸,Left,1,0,0,Fastball,BallCalled,,,
6,2026/7/12,2,2,宮城,Left,三戸,Left,1,1,0,Fastball,InPlay,139,Out,GroundBall
7,2026/7/12,3,1,宮城,Left,吉田壮,Left,2,0,0,Fastball,StrikeCalled,141,,
8,2026/7/12,3,2,宮城,Left,吉田壮,Left,2,0,1,Curveball,BallCalled,98,,
9,2026/7/12,3,3,宮城,Left,吉田壮,Left,2,1,1,Cutter,BallCalled,126,,
10,2026/7/12,3,4,宮城,Left,吉田壮,Left,2,2,1,Cutter,FoulBallFieldable,126,,
11,2026/7/12,3,5,宮城,Left,吉田壮,Left,2,2,2,Cutter,FoulBallFieldable,127,,
12,2026/7/12,3,6,宮城,Left,吉田壮,Left,2,2,2,Cutter,InPlay,128,Out,LineDrive
1,2026/7/12,1,1,髙橋煌,Right,德丸,Left,0,0,0,Curveball,FoulBallFieldable,114,,
2,2026/7/12,1,2,髙橋煌,Right,德丸,Left,0,0,1,Fastball,BallCalled,141,,
3,2026/7/12,1,3,髙橋煌,Right,德丸,Left,0,1,1,OneSeam,BallCalled,137,,
4,2026/7/12,1,4,髙橋煌,Right,德丸,Left,0,2,1,Fastball,BallCalled,147,,
5,2026/7/12,1,5,髙橋煌,Right,德丸,Left,0,3,1,Fastball,BallCalled,146,,
