PitchNo,Date,PAofInning,PitchofPA,Pitcher,PitcherThrows,Batter,BatterSide,Outs,Balls,Strikes,TaggedPitchType,PitchCall,RelSpeed,PlayResult,TaggedHitType
1,2026/8/7,1,1,川瀬,Right,金子,Right,0,0,0,Fastball,StrikeCalled,,,
2,2026/8/7,1,2,川瀬,Right,金子,Right,0,0,1,Fastball,BallCalled,,,
3,2026/8/7,1,3,川瀬,Right,金子,Right,0,1,1,Fastball,BallCalled,,,
4,2026/8/7,1,4,川瀬,Right,金子,Right,0,2,1,Fastball,InPlay,,Out,GroundBall
5,2026/8/7,2,1,川瀬,Right,野田,Left,1,0,0,Curveball,BallCalled,,,
6,2026/8/7,2,2,川瀬,Right,野田,Left,1,1,0,Fastball,FoulBallFieldable,,,
7,2026/8/7,2,3,川瀬,Right,野田,Left,1,1,1,Fastball,BallCalled,,,
8,2026/8/7,2,4,川瀬,Right,野田,Left,1,2,1,Fastball,BallCalled,,,
9,2026/8/7,2,5,川瀬,Right,野田,Left,1,3,1,Fastball,StrikeCalled,,,
10,2026/8/7,2,6,川瀬,Right,野田,Left,1,3,2,Fastball,StrikeCalled,,Out,
11,2026/8/7,3,1,川瀬,Right,新井,Right,2,0,0,Fastball,StrikeCalled,,,
12,2026/8/7,3,2,川瀬,Right,新井,Right,2,0,1,Slider,BallCalled,,,
13,2026/8/7,3,3,川瀬,Right,新井,Right,2,1,1,Fastball,BallCalled,,,
14,2026/8/7,3,4,川瀬,Right,新井,Right,2,2,1,Fastball,StrikeCalled,,,
15,2026/8/7,3,5,川瀬,Right,新井,Right,2,2,2,Fastball,FoulBallFieldable,,,
16,2026/8/7,3,6,川瀬,Right,新井,Right,2,2,2,Fastball,InPlay,,Out,GroundBall
17,2026/8/7,1,1,川瀬,Right,永田,Right,0,0,0,Curveball,BallCalled,,,
18,2026/8/7,1,2,川瀬,Right,永田,Right,0,1,0,Fastball,BallCalled,,,
19,2026/8/7,1,3,川瀬,Right,永田,Right,0,2,0,Fastball,InPlay,,Out,FlyBall
20,2026/8/7,2,1,川瀬,Right,渡邊康,Right,1,0,0,Fastball,StrikeCalled,,,
21,2026/8/7,2,2,川瀬,Right,渡邊康,Right,1,0,1,Fastball,StrikeSwinging,,,
22,2026/8/7,2,3,川瀬,Right,渡邊康,Right,1,0,2,Fastball,BallCalled,,,
23,2026/8/7,2,4,川瀬,Right,渡邊康,Right,1,1,2,Curveball,BallCalled,,,
24,2026/8/7,2,5,川瀬,Right,渡邊康,Right,1,2,2,Fastball,FoulBallFieldable,,,
25,2026/8/7,2,6,川瀬,Right,渡邊康,Right,1,2,2,Fastball,StrikeSwinging,,Strikeout,
26,2026/8/7,3,1,川瀬,Right,片岡,Left,2,0,0,Fastball,StrikeSwinging,,,
27,2026/8/7,3,2,川瀬,Right,片岡,Left,2,0,1,Splitter,BallCalled,,,
28,2026/8/7,3,3,川瀬,Right,片岡,Left,2,1,1,Fastball,StrikeSwinging,,,
