PitchNo,Date,PAofInning,PitchofPA,Pitcher,PitcherThrows,Batter,BatterSide,Outs,Balls,Strikes,TaggedPitchType,PitchCall,RelSpeed,PlayResult,TaggedHitType
1,2026/7/28,1,1,田中柊,Right,井櫻,Left,0,0,0,Fastball,StrikeCalled,139,,
2,2026/7/28,1,2,田中柊,Right,井櫻,Left,0,0,1,Fastball,BallCalled,140,,
3,2026/7/28,1,3,田中柊,Right,井櫻,Left,0,1,1,Fastball,FoulBallFieldable,140,,
4,2026/7/28,1,4,田中柊,Right,井櫻,Left,0,1,2,Splitter,BallCalled,124,,
5,2026/7/28,1,5,田中柊,Right,井櫻,Left,0,2,2,Fastball,FoulBallFieldable,141,,
6,2026/7/28,1,6,田中柊,Right,井櫻,Left,0,2,2,Fastball,InPlay,141,Single,LineDrive
7,2026/7/28,2,1,田中柊,Right,髙橋海,Right,0,0,0,TwoSeamFastball,StrikeCalled,134,,
8,2026/7/28,2,2,田中柊,Right,髙橋海,Right,0,0,1,Splitter,BallCalled,130,,
9,2026/7/28,2,3,田中柊,Right,髙橋海,Right,0,1,1,Fastball,InPlay,137,Sacrifice,GroundBall
10,2026/7/28,3,1,田中柊,Right,川尻,Right,1,0,0,Fastball,StrikeCalled,137,,
11,2026/7/28,3,2,田中柊,Right,川尻,Right,1,0,1,Fastball,StrikeSwinging,139,,
12,2026/7/28,3,3,田中柊,Right,川尻,Right,1,0,2,Slider,FoulBallFieldable,125,,
13,2026/7/28,3,4,田中柊,Right,川尻,Right,1,0,2,Fastball,BallCalled,140,,
14,2026/7/28,3,5,田中柊,Right,川尻,Right,1,1,2,Splitter,InPlay,127,Single,GroundBall
15,2026/7/28,4,1,田中柊,Right,德丸,Left,1,0,0,TwoSeamFastball,BallCalled,118,,
16,2026/7/28,4,2,田中柊,Right,德丸,Left,1,1,0,Fastball,InPlay,137,Out,FlyBall
17,2026/7/28,5,1,田中柊,Right,尾形,Left,2,0,0,Fastball,BallCalled,139,,
18,2026/7/28,5,2,田中柊,Right,尾形,Left,2,1,0,TwoSeamFastball,FoulBallFieldable,136,,
19,2026/7/28,5,3,田中柊,Right,尾形,Left,2,1,1,Splitter,BallCalled,124,,
20,2026/7/28,5,4,田中柊,Right,尾形,Left,2,2,1,TwoSeamFastball,StrikeSwinging,134,,
21,2026/7/28,5,5,田中柊,Right,尾形,Left,2,2,2,Splitter,StrikeSwinging,125,Strikeout,
22,2026/7/28,1,1,田中柊,Right,中村俊,Left,0,0,0,Splitter,StrikeCalled,121,,
23,2026/7/28,1,2,田中柊,Right,中村俊,Left,0,0,1,Splitter,BallCalled,121,,
24,2026/7/28,1,3,田中柊,Right,中村俊,Left,0,1,1,Curveball,BallCalled,99,,
25,2026/7/28,1,4,田中柊,Right,中村俊,Left,0,2,1,Fastball,InPlay,140,Out,GroundBall
26,2026/7/28,2,1,田中柊,Right,山根,Right,1,0,0,Slider,StrikeCalled,119,,
27,2026/7/28,2,2,田中柊,Right,山根,Right,1,0,1,Fastball,InPlay,142,Out,FlyBall
28,2026/7/28,3,1,田中柊,Right,大内,Left,2,0,0,Curveball,StrikeCalled,97,,
29,2026/7/28,3,2,田中柊,Right,大内,Left,2,0,1,Splitter,StrikeSwinging,128,,
30,2026/7/28,3,3,田中柊,Right,大内,Left,2,0,2,Fastball,BallCalled,140,,
31,2026/7/28,3,4,田中柊,Right,大内,Left,2,1,2,Splitter,FoulBallFieldable,126,,
32,2026/7/28,3,5,田中柊,Right,大内,Left,2,1,2,Splitter,FoulBallFieldable,128,,
33,2026/7/28,3,6,田中柊,Right,大内,Left,2,1,2,Fastball,FoulBallFieldable,141,,
34,2026/7/28,3,7,田中柊,Right,大内,Left,2,1,2,Slider,BallCalled,119,,
35,2026/7/28,3,8,田中柊,Right,大内,Left,2,2,2,Fastball,StrikeCalled,142,Strikeout,
36,2026/7/28,1,1,田中柊,Right,髙橋海,Right,0,0,0,Curveball,BallCalled,97,,
37,2026/7/28,1,2,田中柊,Right,髙橋海,Right,0,1,0,Fastball,StrikeSwinging,140,,
