PitchNo,Date,PAofInning,PitchofPA,Pitcher,PitcherThrows,Batter,BatterSide,Outs,Balls,Strikes,TaggedPitchType,PitchCall,RelSpeed,PlayResult,TaggedHitType
1,2026/7/24,1,1,宮城,Left,井櫻,Left,0,0,0,Cutter,InPlay,130,Out,GroundBall
2,2026/7/24,2,1,宮城,Left,髙橋海,Right,1,0,0,Cutter,StrikeCalled,132,,
3,2026/7/24,2,2,宮城,Left,髙橋海,Right,1,0,1,Fastball,BallCalled,,,
4,2026/7/24,2,3,宮城,Left,髙橋海,Right,1,1,1,Splitter,InPlay,131,Out,GroundBall
5,2026/7/24,3,1,宮城,Left,佐藤寛,Left,2,0,0,Slider,StrikeCalled,122,,
6,2026/7/24,3,2,宮城,Left,佐藤寛,Left,2,0,1,Slider,InPlay,110,Out,FlyBall
1,2026/7/24,1,1,髙橋煌,Right,三戸,Left,0,0,0,Fastball,InPlay,146,Out,FlyBall
2,2026/7/24,2,1,髙橋煌,Right,山根,Right,1,0,0,OneSeam,StrikeCalled,138,,
3,2026/7/24,2,2,髙橋煌,Right,山根,Right,1,0,1,OneSeam,InPlay,140,Triple,FlyBall
4,2026/7/24,3,1,髙橋煌,Right,中村俊,Left,1,0,0,Fastball,StrikeCalled,149,,
5,2026/7/24,3,2,髙橋煌,Right,中村俊,Left,1,0,1,OneSeam,StrikeSwinging,137,,
6,2026/7/24,3,3,髙橋煌,Right,中村俊,Left,1,0,2,Fastball,StrikeCalled,147,Strikeout,
7,2026/7/24,4,1,髙橋煌,Right,川尻,Right,2,0,0,OneSeam,BallCalled,141,,
8,2026/7/24,4,2,髙橋煌,Right,川尻,Right,2,1,0,OneSeam,InPlay,141,Single,GroundBall
9,2026/7/24,5,1,髙橋煌,Right,尾形,Left,2,0,0,Cutter,StrikeCalled,133,,
10,2026/7/24,5,2,髙橋煌,Right,尾形,Left,2,0,1,Fastball,InPlay,148,Out,GroundBall
1,2026/7/24,1,1,宮城,Left,寺尾,Right,0,0,0,Curveball,BallCalled,106,,
2,2026/7/24,1,2,宮城,Left,寺尾,Right,0,1,0,Cutter,InPlay,128,Single,LineDrive
3,2026/7/24,2,1,宮城,Left,德丸,Left,0,0,0,Cutter,StrikeCalled,126,,
4,2026/7/24,2,2,宮城,Left,德丸,Left,0,0,1,Slider,StrikeSwinging,,,
5,2026/7/24,2,3,宮城,Left,德丸,Left,0,0,2,Slider,BallCalled,,,
6,2026/7/24,2,4,宮城,Left,德丸,Left,0,1,2,Slider,InPlay,122,Single,GroundBall
7,2026/7/24,3,1,宮城,Left,大越,Right,0,0,0,Slider,StrikeCalled,119,,
8,2026/7/24,3,2,宮城,Left,大越,Right,0,0,1,Fastball,InPlay,,Sacrifice,GroundBall
9,2026/7/24,4,1,宮城,Left,山本,Left,1,0,0,Fastball,InPlay,,Out,GroundBall
10,2026/7/24,5,1,宮城,Left,坂口,Right,2,0,0,Fastball,StrikeCalled,,,
11,2026/7/24,5,2,宮城,Left,坂口,Right,2,0,1,Splitter,BallCalled,133,,
12,2026/7/24,5,3,宮城,Left,坂口,Right,2,1,1,Fastball,InPlay,138,Single,GroundBall
13,2026/7/24,6,1,宮城,Left,大内,Left,2,0,0,Fastball,BallCalled,143,,
14,2026/7/24,6,2,宮城,Left,大内,Left,2,1,0,Fastball,BallCalled,143,,
15,2026/7/24,6,3,宮城,Left,大内,Left,2,2,0,Fastball,StrikeCalled,143,,
16,2026/7/24,6,4,宮城,Left,大内,Left,2,2,1,Slider,BallCalled,122,,
17,2026/7/24,6,5,宮城,Left,大内,Left,2,3,1,Cutter,StrikeSwinging,,Strikeout,
1,2026/7/24,1,1,髙橋煌,Right,大平,Right,0,0,0,Cutter,InPlay,,HitByPitch,
2,2026/7/24,2,1,髙橋煌,Right,古田,Right,0,0,0,Fastball,BallCalled,,,
3,2026/7/24,2,2,髙橋煌,Right,古田,Right,0,1,0,Curveball,StrikeSwinging,124,,
4,2026/7/24,2,3,髙橋煌,Right,古田,Right,0,1,1,Fastball,BallCalled,143,,
5,2026/7/24,2,4,髙橋煌,Right,古田,Right,0,2,1,OneSeam,StrikeCalled,131,,
6,2026/7/24,2,5,髙橋煌,Right,古田,Right,0,2,2,Curveball,BallCalled,121,,
7,2026/7/24,2,6,髙橋煌,Right,古田,Right,0,3,2,Cutter,FoulBallFieldable,128,,
