PitchNo,Date,PAofInning,PitchofPA,Pitcher,PitcherThrows,Batter,BatterSide,Outs,Balls,Strikes,TaggedPitchType,PitchCall,RelSpeed,PlayResult,TaggedHitType
1,2026/8/8,1,1,佐々木,Left,野田,Left,0,0,0,Fastball,StrikeCalled,,,
2,2026/8/8,1,2,佐々木,Left,野田,Left,0,0,1,Slider,BallCalled,,,
3,2026/8/8,1,3,佐々木,Left,野田,Left,0,1,1,Slider,InPlay,,Out,FlyBall
4,2026/8/8,2,1,佐々木,Left,荘川,Left,1,0,0,Fastball,StrikeCalled,,,
5,2026/8/8,2,2,佐々木,Left,荘川,Left,1,0,1,Fastball,InPlay,,Out,GroundBall
6,2026/8/8,3,1,佐々木,Left,茨木,Left,2,0,0,Fastball,StrikeCalled,,,
7,2026/8/8,3,2,佐々木,Left,茨木,Left,2,0,1,Slider,BallCalled,,,
8,2026/8/8,3,3,佐々木,Left,茨木,Left,2,1,1,Slider,InPlay,,Single,LineDrive
9,2026/8/8,4,1,佐々木,Left,山元,Right,2,0,0,Fastball,BallCalled,,,
10,2026/8/8,4,2,佐々木,Left,山元,Right,2,1,0,Fastball,BallCalled,,,
11,2026/8/8,4,3,佐々木,Left,山元,Right,2,2,0,Fastball,StrikeSwinging,,,
12,2026/8/8,4,4,佐々木,Left,山元,Right,2,2,1,Slider,BallCalled,,,
13,2026/8/8,4,5,佐々木,Left,山元,Right,2,3,1,Fastball,StrikeCalled,,,
14,2026/8/8,4,6,佐々木,Left,山元,Right,2,3,2,Fastball,FoulBallFieldable,,,
15,2026/8/8,4,7,佐々木,Left,山元,Right,2,3,2,Fastball,BallCalled,,Walk,
16,2026/8/8,5,1,佐々木,Left,古田,Right,2,0,0,Fastball,InPlay,,Out,FlyBall
1,2026/8/8,1,1,安東,Right,新井,Left,0,0,0,Slider,BallCalled,,,
2,2026/8/8,1,2,安東,Right,新井,Left,0,1,0,Slider,InPlay,,Out,LineDrive
3,2026/8/8,2,1,安東,Right,渡邊康,Right,1,0,0,Fastball,BallCalled,,HitByPitch,
4,2026/8/8,3,1,安東,Right,西谷,Left,1,0,0,Fastball,BallCalled,,,
5,2026/8/8,3,2,安東,Right,西谷,Left,1,1,0,Fastball,BallCalled,,,
6,2026/8/8,3,3,安東,Right,西谷,Left,1,2,0,Fastball,FoulBallFieldable,,,
7,2026/8/8,3,4,安東,Right,西谷,Left,1,2,1,Cutter,BallCalled,,,
8,2026/8/8,3,5,安東,Right,西谷,Left,2,3,1,Fastball,StrikeCalled,,,
9,2026/8/8,3,6,安東,Right,西谷,Left,2,3,2,Fastball,InPlay,,Single,LineDrive
10,2026/8/8,4,1,安東,Right,永田,Right,2,0,0,Cutter,BallCalled,,,
11,2026/8/8,4,2,安東,Right,永田,Right,2,1,0,Cutter,StrikeCalled,,,
12,2026/8/8,4,3,安東,Right,永田,Right,2,1,1,Cutter,BallCalled,,,
13,2026/8/8,4,4,安東,Right,永田,Right,2,2,1,Fastball,InPlay,,Double,FlyBall
14,2026/8/8,5,1,安東,Right,高崎,Right,2,0,0,Fastball,StrikeCalled,,,
15,2026/8/8,5,2,安東,Right,高崎,Right,2,0,1,Fastball,FoulBallFieldable,,,
16,2026/8/8,5,3,安東,Right,高崎,Right,2,0,2,Slider,BallCalled,,,
17,2026/8/8,5,4,安東,Right,高崎,Right,2,1,2,Splitter,StrikeSwinging,,Out,
1,2026/8/8,1,1,佐々木,Left,島田,Left,0,0,0,Fastball,StrikeCalled,,,
2,2026/8/8,1,2,佐々木,Left,島田,Left,0,0,1,Fastball,BallCalled,,,
3,2026/8/8,1,3,佐々木,Left,島田,Left,0,1,1,Fastball,BallCalled,,,
4,2026/8/8,1,4,佐々木,Left,島田,Left,0,2,1,Fastball,InPlay,,Out,FlyBall
5,2026/8/8,2,1,佐々木,Left,横井,Right,1,0,0,Fastball,StrikeCalled,,,
6,2026/8/8,2,2,佐々木,Left,横井,Right,1,0,1,Curveball,BallCalled,,,
7,2026/8/8,2,3,佐々木,Left,横井,Right,1,1,1,Fastball,BallCalled,,,
8,2026/8/8,2,4,佐々木,Left,横井,Right,1,2,1,Fastball,StrikeSwinging,,,
9,2026/8/8,2,5,佐々木,Left,横井,Right,1,2,2,ChangeUp,InPlay,,Single,FlyBall
10,2026/8/8,3,1,佐々木,Left,井出,Left,1,0,0,Curveball,BallCalled,,,
11,2026/8/8,3,2,佐々木,Left,井出,Left,1,1,0,Fastball,BallCalled,,,
12,2026/8/8,3,3,佐々木,Left,井出,Left,1,2,0,Fastball,StrikeCalled,,,
13,2026/8/8,3,4,佐々木,Left,井出,Left,1,2,1,Fastball,StrikeCalled,,,
14,2026/8/8,3,5,佐々木,Left,井出,Left,1,2,2,Fastball,BallCalled,,,
15,2026/8/8,3,6,佐々木,Left,井出,Left,1,3,2,Fastball,FoulBallFieldable,,,
16,2026/8/8,3,7,佐々木,Left,井出,Left,1,3,2,Fastball,InPlay,,Single,GroundBall
17,2026/8/8,4,1,佐々木,Left,池田,Left,1,0,0,Fastball,StrikeCalled,,,
18,2026/8/8,4,2,佐々木,Left,池田,Left,1,0,1,Slider,BallCalled,,,
19,2026/8/8,4,3,佐々木,Left,池田,Left,1,1,1,Fastball,InPlay,,FieldersChoice,GroundBall
20,2026/8/8,5,1,佐々木,Left,野田,Left,1,0,0,Fastball,BallCalled,,,
21,2026/8/8,5,2,佐々木,Left,野田,Left,1,1,0,Fastball,FoulBallFieldable,,,
22,2026/8/8,5,3,佐々木,Left,野田,Left,1,1,1,Fastball,BallCalled,,,
23,2026/8/8,5,4,佐々木,Left,野田,Left,1,2,1,Fastball,BallCalled,,,
24,2026/8/8,5,5,佐々木,Left,野田,Left,1,3,1,Fastball,FoulBallFieldable,,,
25,2026/8/8,5,6,佐々木,Left,野田,Left,1,3,2,Fastball,InPlay,,Single,LineDrive
26,2026/8/8,6,1,佐々木,Left,荘川,Left,1,0,0,Slider,StrikeCalled,,,
27,2026/8/8,6,2,佐々木,Left,荘川,Left,1,0,1,Fastball,InPlay,,Out,GroundBall
1,2026/8/8,1,1,安東,Right,箭原,Left,0,0,0,Fastball,BallCalled,,,
2,2026/8/8,1,2,安東,Right,箭原,Left,0,1,0,Fastball,StrikeCalled,,,
3,2026/8/8,1,3,安東,Right,箭原,Left,0,1,1,Fastball,BallCalled,,,
4,2026/8/8,1,4,安東,Right,箭原,Left,0,2,1,Fastball,BallCalled,,,
5,2026/8/8,1,5,安東,Right,箭原,Left,0,3,1,Fastball,InPlay,,Out,GroundBall
6,2026/8/8,2,1,安東,Right,三澤,Right,1,0,0,Slider,BallCalled,,,
7,2026/8/8,2,2,安東,Right,三澤,Right,1,1,0,Fastball,BallCalled,,,
8,2026/8/8,2,3,安東,Right,三澤,Right,1,2,0,Fastball,BallCalled,,,
9,2026/8/8,2,4,安東,Right,三澤,Right,1,3,0,Fastball,BallCalled,,Walk,
10,2026/8/8,3,1,安東,Right,片山,Left,1,0,0,Fastball,FoulBallFieldable,,,
11,2026/8/8,3,2,安東,Right,片山,Left,1,0,1,Splitter,BallCalled,,,
12,2026/8/8,3,3,安東,Right,片山,Left,1,1,1,Fastball,StrikeCalled,,,
13,2026/8/8,3,4,安東,Right,片山,Left,1,1,2,Splitter,BallCalled,,,
14,2026/8/8,3,5,安東,Right,片山,Left,1,2,2,Fastball,BallCalled,,,
15,2026/8/8,3,6,安東,Right,片山,Left,1,3,2,Fastball,BallCalled,,Walk,
1,2026/8/8,1,1,岡安,Left,笠尾,Right,0,0,0,Slider,BallCalled,,,
2,2026/8/8,1,2,岡安,Left,笠尾,Right,0,1,0,Slider,StrikeSwinging,,,
3,2026/8/8,1,3,岡安,Left,笠尾,Right,0,1,1,Curveball,StrikeCalled,,,
4,2026/8/8,1,4,岡安,Left,笠尾,Right,0,1,2,Fastball,BallCalled,,,
5,2026/8/8,1,5,岡安,Left,笠尾,Right,0,2,2,Curveball,StrikeSwinging,,Out,
6,2026/8/8,2,1,岡安,Left,新井,Left,1,0,0,Fastball,StrikeCalled,,,
7,2026/8/8,2,2,岡安,Left,新井,Left,1,0,1,Fastball,BallCalled,,,
8,2026/8/8,2,3,岡安,Left,新井,Left,1,1,1,Slider,BallCalled,,,
9,2026/8/8,2,4,岡安,Left,新井,Left,1,2,1,Curveball,BallCalled,,,
10,2026/8/8,2,5,岡安,Left,新井,Left,1,3,1,Curveball,StrikeCalled,,,
11,2026/8/8,2,6,岡安,Left,新井,Left,1,3,2,Fastball,StrikeSwinging,,Out,
1,2026/8/8,1,1,佐々木,Left,茨木,Left,0,0,0,Fastball,BallCalled,,,
2,2026/8/8,1,2,佐々木,Left,茨木,Left,0,1,0,Fastball,InPlay,,Out,GroundBall
3,2026/8/8,2,1,佐々木,Left,山元,Right,1,0,0,ChangeUp,BallCalled,,,
4,2026/8/8,2,2,佐々木,Left,山元,Right,1,1,0,Fastball,InPlay,,Single,LineDrive
5,2026/8/8,3,1,佐々木,Left,古田,Left,1,0,0,ChangeUp,BallCalled,,,
6,2026/8/8,3,2,佐々木,Left,古田,Left,1,1,0,Fastball,StrikeCalled,,,
7,2026/8/8,3,3,佐々木,Left,古田,Left,1,1,1,Curveball,StrikeCalled,,,
8,2026/8/8,3,4,佐々木,Left,古田,Left,1,1,2,Fastball,BallCalled,,,
9,2026/8/8,3,5,佐々木,Left,古田,Left,1,2,2,Slider,InPlay,,Single,GroundBall
10,2026/8/8,4,1,佐々木,Left,島田,Left,1,0,0,Slider,StrikeCalled,,,
11,2026/8/8,4,2,佐々木,Left,島田,Left,1,0,1,Fastball,BallCalled,,,
12,2026/8/8,4,3,佐々木,Left,島田,Left,1,1,1,Fastball,BallCalled,,,
13,2026/8/8,4,4,佐々木,Left,島田,Left,1,2,1,Slider,StrikeCalled,,,
14,2026/8/8,4,5,佐々木,Left,島田,Left,1,2,2,ChangeUp,StrikeSwinging,,Out,
15,2026/8/8,5,1,佐々木,Left,横井,Right,2,0,0,Fastball,BallCalled,,,
