PitchNo,Date,PAofInning,PitchofPA,Pitcher,PitcherThrows,Batter,BatterSide,Outs,Balls,Strikes,TaggedPitchType,PitchCall,RelSpeed,PlayResult,TaggedHitType,
3,2026/7/29,1,3,香西,Left,中村俊,Left,0,1,1,Slider,BallCalled,120,,,
4,2026/7/29,1,4,香西,Left,中村俊,Left,0,2,1,Fastball,StrikeCalled,,,,
5,2026/7/29,1,5,香西,Left,中村俊,Left,0,2,2,Slider,InPlay,118,Out,GroundBall,
6,2026/7/29,2,1,香西,Left,吉田壮,Left,1,0,0,Curveball,InPlay,103,Out,FlyBall,
7,2026/7/29,3,1,香西,Left,大越,Right,2,0,0,Splitter,StrikeCalled,114,,,
8,2026/7/29,3,2,香西,Left,大越,Right,2,0,1,Slider,BallCalled,125,,,
9,2026/7/29,3,3,香西,Left,大越,Right,2,1,1,Fastball,StrikeCalled,131,,,
10,2026/7/29,3,4,香西,Left,大越,Right,2,1,2,Splitter,InPlay,124,Single,LineDrive,1
11,2026/7/29,4,1,香西,Left,霜,Right,2,0,0,Fastball,BallCalled,130,,,
12,2026/7/29,4,2,香西,Left,霜,Right,2,1,0,Slider,BallCalled,119,,,
13,2026/7/29,4,3,香西,Left,霜,Right,2,2,0,Splitter,BallCalled,122,,,
14,2026/7/29,4,4,香西,Left,霜,Right,2,3,0,Fastball,BallCalled,132,Walk,,"1,2"
15,2026/7/29,5,1,香西,Left,山本,Left,2,0,0,Curveball,BallCalled,108,,,
16,2026/7/29,5,2,香西,Left,山本,Left,2,1,0,Fastball,StrikeCalled,132,,,
17,2026/7/29,5,3,香西,Left,山本,Left,2,1,1,Fastball,InPlay,133,Out,GroundBall,
1,2026/7/29,1,1,松本宗,Right,佐藤寛,Left,0,0,0,Splitter,BallCalled,122,,,
2,2026/7/29,1,2,松本宗,Right,佐藤寛,Left,0,1,0,Fastball,FoulBallFieldable,138,,,
3,2026/7/29,1,3,松本宗,Right,佐藤寛,Left,0,1,1,Fastball,StrikeCalled,140,,,
4,2026/7/29,1,4,松本宗,Right,佐藤寛,Left,0,1,2,Fastball,InPlay,,Out,FlyBall,
5,2026/7/29,2,1,松本宗,Right,三戸,Left,1,0,0,Slider,BallCalled,126,,,
6,2026/7/29,2,2,松本宗,Right,三戸,Left,1,1,0,Slider,StrikeCalled,122,,,
7,2026/7/29,2,3,松本宗,Right,三戸,Left,1,1,1,Slider,StrikeCalled,121,,,
8,2026/7/29,2,4,松本宗,Right,三戸,Left,1,1,2,Splitter,StrikeSwinging,,Strikeout,,
9,2026/7/29,3,1,松本宗,Right,,Left,2,0,0,Fastball,InPlay,138,Single,LineDrive,1
10,2026/7/29,4,1,松本宗,Right,霜,Right,2,0,0,Fastball,BallCalled,,,,
11,2026/7/29,4,2,松本宗,Right,霜,Right,2,1,0,Fastball,StrikeCalled,138,,,
12,2026/7/29,4,3,松本宗,Right,霜,Right,2,1,1,Slider,StrikeSwinging,119,,,
13,2026/7/29,4,4,松本宗,Right,霜,Right,2,1,2,Cutter,BallCalled,126,,,
14,2026/7/29,4,5,松本宗,Right,霜,Right,2,2,2,Fastball,BallCalled,140,,,2
15,2026/7/29,4,6,松本宗,Right,霜,Right,2,3,2,Fastball,BallCalled,139,Walk,,"1,2"
16,2026/7/29,5,7,松本宗,Right,霜,Right,2,0,0,Fastball,FoulBallFieldable,134,,,
17,2026/7/29,5,8,松本宗,Right,霜,Right,2,0,1,Fastball,FoulBallFieldable,,,,
18,2026/7/29,5,9,松本宗,Right,霜,Right,2,0,2,Cutter,BallCalled,128,Strikeout,,
1,2026/7/29,1,1,香西,Left,黒須,Left,0,0,0,Slider,FoulBallFieldable,111,,,
2,2026/7/29,1,2,香西,Left,黒須,Left,0,0,1,Fastball,StrikeCalled,128,,,
3,2026/7/29,1,3,香西,Left,黒須,Left,0,0,2,Fastball,FoulBallFieldable,132,,,
4,2026/7/29,1,4,香西,Left,黒須,Left,0,0,2,Fastball,BallCalled,129,,,
5,2026/7/29,1,5,香西,Left,黒須,Left,0,1,2,Fastball,InPlay,133,Single,GroundBall,
6,2026/7/29,2,1,香西,Left,津田,Left,0,0,0,Fastball,FoulBallFieldable,,,,
7,2026/7/29,2,2,香西,Left,津田,Left,0,0,1,Fastball,InPlay,129,Out,GroundBall,
8,2026/7/29,3,1,香西,Left,小松騎,Right,1,0,0,Cutter,StrikeCalled,121,,,
9,2026/7/29,3,2,香西,Left,小松騎,Right,1,0,1,Fastball,InPlay,128,Out,FlyBall,
10,2026/7/29,4,1,香西,Left,大平,Right,2,0,0,Fastball,BallCalled,127,,,
11,2026/7/29,4,2,香西,Left,大平,Right,2,1,0,Fastball,InPlay,,Out,LineDrive,
1,2026/7/29,1,1,松本宗,Left,,Left,0,0,0,Slider,BallCalled,118,,,
2,2026/7/29,1,2,松本宗,Left,,Left,0,1,0,Fastball,InPlay,137,Out,GroundBall,
3,2026/7/29,2,1,松本宗,Left,中村吏,Right,1,0,0,Fastball,StrikeCalled,138,,,
4,2026/7/29,2,2,松本宗,Left,中村吏,Right,1,0,1,Fastball,InPlay,,Out,GroundBall,
5,2026/7/29,3,1,松本宗,Left,小室,Right,2,0,0,Fastball,StrikeCalled,138,,,
6,2026/7/29,3,2,松本宗,Left,小室,Right,2,0,1,Fastball,FoulBallFieldable,127,,,
7,2026/7/29,3,3,松本宗,Left,小室,Right,2,0,2,Fastball,InPlay,139,Out,FlyBall,
1,2026/7/29,1,1,香西,Left,川尻,Right,0,0,0,Splitter,StrikeCalled,114,,,
2,2026/7/29,1,2,香西,Left,川尻,Right,0,0,1,Curveball,BallCalled,107,,,
3,2026/7/29,1,3,香西,Left,川尻,Right,0,1,1,Slider,BallCalled,114,,,
4,2026/7/29,1,4,香西,Left,川尻,Right,0,2,1,Slider,BallCalled,120,,,
5,2026/7/29,1,5,香西,Left,川尻,Right,0,3,1,Fastball,StrikeCalled,126,,,
6,2026/7/29,1,6,香西,Left,川尻,Right,0,3,2,Fastball,BallCalled,122,Walk,,
7,2026/7/29,2,7,香西,Left,川尻,Right,0,0,0,Fastball,InPlay,127,Out,GroundBall,
