PitchNo,Date,PAofInning,PitchofPA,Pitcher,PitcherThrows,Batter,BatterSide,Outs,Balls,Strikes,TaggedPitchType,PitchCall,RelSpeed,PlayResult,TaggedHitType,
10,2026/8/9,3,1,岩﨑龍,Left,永田,Right,1,0,0,Fastball,BallCalled,,,,
11,2026/8/9,3,2,岩﨑龍,Left,永田,Right,1,1,0,Cutter,StrikeCalled,,,,
12,2026/8/9,3,3,岩﨑龍,Left,永田,Right,1,1,1,Fastball,BallCalled,,,,
13,2026/8/9,3,4,岩﨑龍,Left,永田,Right,1,2,1,Fastball,InPlay,,Out,GroundBall,
14,2026/8/9,4,1,岩﨑龍,Left,茨木,Left,2,0,0,Fastball,BallCalled,,,,
15,2026/8/9,4,2,岩﨑龍,Left,茨木,Left,2,1,0,Cutter,StrikeSwinging,,,,
16,2026/8/9,4,3,岩﨑龍,Left,茨木,Left,2,1,1,Cutter,BallCalled,,,,
17,2026/8/9,4,4,岩﨑龍,Left,茨木,Left,2,2,1,Fastball,FoulBallFieldable,,,,
18,2026/8/9,4,5,岩﨑龍,Left,茨木,Left,2,2,2,Cutter,FoulBallFieldable,,,,
19,2026/8/9,4,6,岩﨑龍,Left,茨木,Left,2,2,2,Fastball,InPlay,,Out,FlyBall,
1,2026/8/9,1,1,矢後,Right,横井,Right,0,0,0,Fastball,StrikeCalled,,,,
2,2026/8/9,1,2,矢後,Right,横井,Right,0,0,1,Fastball,BallCalled,,,,
3,2026/8/9,1,3,矢後,Right,横井,Right,0,1,1,Curveball,StrikeCalled,,,,
4,2026/8/9,1,4,矢後,Right,横井,Right,0,1,2,Fastball,BallCalled,,,,
5,2026/8/9,1,5,矢後,Right,横井,Right,0,2,2,Fastball,StrikeSwinging,,Strikeout,,
6,2026/8/9,2,1,矢後,Right,島田,Left,1,0,0,Curveball,BallCalled,,,,
7,2026/8/9,2,2,矢後,Right,島田,Left,1,1,0,Curveball,BallCalled,,,,
8,2026/8/9,2,3,矢後,Right,島田,Left,1,2,0,Fastball,InPlay,,Out,GroundBall,
9,2026/8/9,3,1,矢後,Right,箭原,Left,2,0,0,Fastball,StrikeCalled,,,,
10,2026/8/9,3,2,矢後,Right,箭原,Left,2,0,1,Fastball,FoulBallFieldable,,,,
11,2026/8/9,3,3,矢後,Right,箭原,Left,2,0,2,ChangeUp,InPlay,,Out,GroundBall,
1,2026/8/9,1,1,岩﨑龍,Left,荘川,Left,0,0,0,Curveball,StrikeCalled,,,,
2,2026/8/9,1,2,岩﨑龍,Left,荘川,Left,0,0,1,Fastball,BallCalled,,,,
3,2026/8/9,1,3,岩﨑龍,Left,荘川,Left,0,1,1,Fastball,StrikeCalled,,,,
4,2026/8/9,1,4,岩﨑龍,Left,荘川,Left,0,1,2,Cutter,InPlay,,Out,GroundBall,
5,2026/8/9,2,1,岩﨑龍,Left,三澤,Right,1,0,0,Fastball,StrikeCalled,,,,
6,2026/8/9,2,2,岩﨑龍,Left,三澤,Right,1,0,1,Fastball,InPlay,,Out,GroundBall,
7,2026/8/9,3,1,岩﨑龍,Left,片山,Left,2,0,0,Fastball,StrikeSwinging,,,,
8,2026/8/9,3,2,岩﨑龍,Left,片山,Left,2,0,1,Fastball,StrikeCalled,,,,
9,2026/8/9,3,3,岩﨑龍,Left,片山,Left,2,0,2,Fastball,InPlay,,Out,LineDrive,
1,2026/8/9,1,1,矢後,Right,前田智,Left,0,0,0,Fastball,BallCalled,,,,
2,2026/8/9,1,2,矢後,Right,前田智,Left,0,1,0,Fastball,StrikeCalled,,,,
3,2026/8/9,1,3,矢後,Right,前田智,Left,0,1,1,Fastball,BallCalled,,,,
4,2026/8/9,1,4,矢後,Right,前田智,Left,0,2,1,ChangeUp,StrikeCalled,,,,
5,2026/8/9,1,5,矢後,Right,前田智,Left,0,2,2,Fastball,BallCalled,,,,
6,2026/8/9,1,6,矢後,Right,前田智,Left,0,3,2,Fastball,BallCalled,,Walk,,
7,2026/8/9,2,1,矢後,Right,笠尾,Right,0,0,0,Fastball,BallCalled,,,,
8,2026/8/9,2,2,矢後,Right,笠尾,Right,0,1,0,Fastball,InPlay,,Sacrifice,Bunt,
9,2026/8/9,3,1,矢後,Right,野田,Left,1,0,0,Fastball,BallCalled,,,,
10,2026/8/9,3,2,矢後,Right,野田,Left,1,1,0,Curveball,StrikeCalled,,,Bunt,
11,2026/8/9,3,3,矢後,Right,野田,Left,1,1,1,Curveball,BallCalled,,,,
12,2026/8/9,3,4,矢後,Right,野田,Left,1,2,1,Fastball,FoulBallFieldable,,,,
13,2026/8/9,3,5,矢後,Right,野田,Left,1,2,2,Fastball,InPlay,,Out,GroundBall,
14,2026/8/9,4,1,矢後,Right,渡邊康,Right,2,0,0,Curveball,BallCalled,,,,
15,2026/8/9,4,2,矢後,Right,渡邊康,Right,2,1,0,Fastball,BallCalled,,,,
16,2026/8/9,4,3,矢後,Right,渡邊康,Right,2,2,0,Fastball,FoulBallFieldable,,,,
17,2026/8/9,4,4,矢後,Right,渡邊康,Right,2,2,1,Curveball,BallCalled,,,,
18,2026/8/9,4,5,矢後,Right,渡邊康,Right,2,3,1,Fastball,FoulBallFieldable,,,,
19,2026/8/9,4,6,矢後,Right,渡邊康,Right,2,3,2,Fastball,InPlay,,Single,LineDrive,
20,2026/8/9,5,1,矢後,Right,西谷,Left,2,0,0,Fastball,StrikeCalled,,,,
21,2026/8/9,5,2,矢後,Right,西谷,Left,2,0,1,Fastball,StrikeSwinging,,,,
22,2026/8/9,5,3,矢後,Right,西谷,Left,2,0,2,Curveball,FoulBallFieldable,,,,
23,2026/8/9,5,4,矢後,Right,西谷,Left,2,0,2,ChangeUp,BallCalled,,,,
24,2026/8/9,5,5,矢後,Right,西谷,Left,2,1,2,Fastball,StrikeSwinging,,Strikeout,,
1,2026/8/9,1,1,岩﨑龍,Left,五木,Right,0,0,0,Fastball,StrikeCalled,,,,
2,2026/8/9,1,2,岩﨑龍,Left,五木,Right,0,0,1,Cutter,FoulBallFieldable,,,,
3,2026/8/9,1,3,岩﨑龍,Left,五木,Right,0,0,2,ChangeUp,BallCalled,,,,
4,2026/8/9,1,4,岩﨑龍,Left,五木,Right,0,1,2,Fastball,InPlay,,Out,GroundBall,
5,2026/8/9,2,1,岩﨑龍,Left,井出,Left,1,0,0,Fastball,BallCalled,,,,
6,2026/8/9,2,2,岩﨑龍,Left,井出,Left,1,1,0,Fastball,BallCalled,,,,
7,2026/8/9,2,3,岩﨑龍,Left,井出,Left,1,2,0,Fastball,FoulBallFieldable,,,,
8,2026/8/9,2,4,岩﨑龍,Left,井出,Left,1,2,1,Fastball,BallCalled,,,,
9,2026/8/9,2,5,岩﨑龍,Left,井出,Left,1,3,1,Fastball,BallCalled,,Walk,,
10,2026/8/9,3,1,岩﨑龍,Left,新井,Left,1,0,0,Cutter,BallCalled,,,,
11,2026/8/9,3,2,岩﨑龍,Left,新井,Left,1,1,0,Fastball,BallCalled,,,,
12,2026/8/9,3,3,岩﨑龍,Left,新井,Left,1,2,0,Fastball,InPlay,,Single,FlyBall,
13,2026/8/9,4,1,岩﨑龍,Left,高崎,Right,1,0,0,Cutter,BallCalled,,,,
14,2026/8/9,4,2,岩﨑龍,Left,高崎,Right,1,1,0,Fastball,BallCalled,,,,
15,2026/8/9,4,3,岩﨑龍,Left,高崎,Right,1,2,0,Fastball,BallCalled,,,,
16,2026/8/9,4,4,岩﨑龍,Left,高崎,Right,1,3,0,Fastball,StrikeCalled,,,,
17,2026/8/9,4,5,岩﨑龍,Left,高崎,Right,1,3,1,Fastball,BallCalled,,Walk,,
1,2026/8/9,1,1,西山,Right,永田,Right,1,0,0,Fastball,StrikeSwinging,,,,
2,2026/8/9,1,2,西山,Right,永田,Right,1,0,1,Slider,BallCalled,,,,
3,2026/8/9,1,3,西山,Right,永田,Right,1,1,1,Fastball,InPlay,,Sacrifice,FlyBall,
4,2026/8/9,2,1,西山,Right,茨木,Left,2,0,0,Fastball,StrikeCalled,,,,
5,2026/8/9,2,2,西山,Right,茨木,Left,2,0,1,Fastball,FoulBallFieldable,,,,
6,2026/8/9,2,3,西山,Right,茨木,Left,2,0,2,Fastball,InPlay,,Single,FlyBall,
7,2026/8/9,3,1,西山,Right,荘川,Left,2,0,0,Fastball,BallCalled,,,,
8,2026/8/9,3,2,西山,Right,荘川,Left,2,1,0,Curveball,StrikeCalled,,,,
9,2026/8/9,3,3,西山,Right,荘川,Left,2,1,1,Fastball,FoulBallFieldable,,,,
10,2026/8/9,3,4,西山,Right,荘川,Left,2,1,2,Fastball,StrikeSwinging,,Strikeout,,
1,2026/8/9,1,1,矢後,Right,山元,Right,0,0,0,Fastball,StrikeCalled,,,,
2,2026/8/9,1,2,矢後,Right,山元,Right,0,0,1,ChangeUp,FoulBallFieldable,,,,
3,2026/8/9,1,3,矢後,Right,山元,Right,0,0,2,Curveball,BallCalled,,,,
4,2026/8/9,1,4,矢後,Right,山元,Right,0,1,2,Curveball,BallCalled,,,,
5,2026/8/9,1,5,矢後,Right,山元,Right,0,2,2,Fastball,FoulBallFieldable,,,,
6,2026/8/9,1,6,矢後,Right,山元,Right,0,2,2,Fastball,InPlay,,Out,GroundBall,
7,2026/8/9,2,1,矢後,Right,横井,Right,1,0,0,ChangeUp,BallCalled,,,,
8,2026/8/9,2,2,矢後,Right,横井,Right,1,1,0,Fastball,InPlay,,Single,GroundBall,
9,2026/8/9,3,1,矢後,Right,島田,Left,1,0,0,Fastball,StrikeCalled,,,,
10,2026/8/9,3,2,矢後,Right,島田,Left,1,0,1,Fastball,InPlay,,Out,GroundBall,
11,2026/8/9,4,1,矢後,Right,箭原,Left,2,0,0,Fastball,BallCalled,,,,
12,2026/8/9,4,2,矢後,Right,箭原,Left,2,1,0,Fastball,BallCalled,,,,
1,2026/8/9,1,1,西山,Right,三澤,Right,0,0,0,Fastball,StrikeCalled,,,,
2,2026/8/9,1,2,西山,Right,三澤,Right,0,0,1,Curveball,BallCalled,,,,
3,2026/8/9,1,3,西山,Right,三澤,Right,0,1,1,Fastball,InPlay,,Out,GroundBall,
4,2026/8/9,2,1,西山,Right,片山,Left,1,0,0,Curveball,BallCalled,,,,
5,2026/8/9,2,2,西山,Right,片山,Left,1,1,0,Fastball,StrikeCalled,,,,
6,2026/8/9,2,3,西山,Right,片山,Left,1,1,1,Curveball,BallCalled,,,,
7,2026/8/9,2,4,西山,Right,片山,Left,1,2,1,Fastball,StrikeSwinging,,,,
8,2026/8/9,2,5,西山,Right,片山,Left,1,2,2,Fastball,StrikeSwinging,,Strikeout,,
9,2026/8/9,3,1,西山,Right,五木,Right,2,0,0,Fastball,BallCalled,,,,
10,2026/8/9,3,2,西山,Right,五木,Right,2,1,0,Fastball,FoulBallFieldable,,,,
11,2026/8/9,3,3,西山,Right,五木,Right,2,1,1,Fastball,BallCalled,,,,
12,2026/8/9,3,4,西山,Right,五木,Right,2,2,1,Fastball,BallCalled,,,,
13,2026/8/9,3,5,西山,Right,五木,Right,2,3,1,Fastball,InPlay,,Out,LineDrive,
1,2026/8/9,1,1,矢後,Right,箭原,Left,0,0,0,ChangeUp,FoulBallFieldable,,,,
2,2026/8/9,1,2,矢後,Right,箭原,Left,0,0,1,Fastball,StrikeSwinging,,,,
3,2026/8/9,1,3,矢後,Right,箭原,Left,0,0,2,Fastball,BallCalled,,,,
4,2026/8/9,1,4,矢後,Right,箭原,Left,0,1,2,Curveball,InPlay,,Out,GroundBall,
5,2026/8/9,2,1,矢後,Right,前田,Left,1,0,0,Fastball,StrikeCalled,,,,
6,2026/8/9,2,2,矢後,Right,前田,Left,1,0,1,Fastball,InPlay,,Out,FlyBall,
7,2026/8/9,3,1,矢後,Right,笠尾,Right,2,0,0,Fastball,StrikeCalled,,,,
8,2026/8/9,3,2,矢後,Right,笠尾,Right,2,0,1,Fastball,BallCalled,,,,
9,2026/8/9,3,3,矢後,Right,笠尾,Right,2,1,1,Fastball,InPlay,,Single,LineDrive,
10,2026/8/9,4,1,矢後,Right,野田,Left,2,0,0,Fastball,BallCalled,,,,
11,2026/8/9,4,2,矢後,Right,野田,Left,2,1,0,ChangeUp,BallCalled,,,,
12,2026/8/9,4,3,矢後,Right,野田,Left,2,2,0,Fastball,InPlay,,Out,FlyBall,
1,2026/8/9,1,1,西山,Right,井出,Left,0,0,0,Fastball,StrikeSwinging,,,,
2,2026/8/9,1,2,西山,Right,井出,Left,0,0,1,Curveball,BallCalled,,,,
3,2026/8/9,1,3,西山,Right,井出,Left,0,1,1,Fastball,StrikeCalled,,,,
4,2026/8/9,1,4,西山,Right,井出,Left,0,1,2,Curveball,BallCalled,,,,
5,2026/8/9,1,5,西山,Right,井出,Left,0,2,2,Fastball,StrikeCalled,,Strikeout,,
6,2026/8/9,2,1,西山,Right,新井,Left,1,0,0,Fastball,BallCalled,,,,
7,2026/8/9,2,2,西山,Right,新井,Left,1,1,0,Fastball,InPlay,,Triple,FlyBall,
8,2026/8/9,3,1,西山,Right,高崎,Right,1,0,0,Fastball,FoulBallFieldable,,,,
9,2026/8/9,3,2,西山,Right,高崎,Right,1,0,1,ChangeUp,StrikeCalled,,,,
10,2026/8/9,3,3,西山,Right,高崎,Right,1,0,2,Fastball,FoulBallFieldable,,,,
11,2026/8/9,3,4,西山,Right,高崎,Right,1,0,2,Curveball,BallCalled,,,,
12,2026/8/9,3,5,西山,Right,高崎,Right,1,1,2,Fastball,FoulBallFieldable,,,,
13,2026/8/9,3,6,西山,Right,高崎,Right,1,1,2,ChangeUp,BallCalled,,,,
14,2026/8/9,3,7,西山,Right,高崎,Right,1,2,2,Fastball,BallCalled,,,,
15,2026/8/9,3,8,西山,Right,高崎,Right,1,3,2,Fastball,BallCalled,,Walk,,
16,2026/8/9,4,1,西山,Right,永田,Right,1,0,0,Fastball,FoulBallFieldable,,,,
17,2026/8/9,4,2,西山,Right,永田,Right,1,0,1,Fastball,StrikeCalled,,,,
18,2026/8/9,4,3,西山,Right,永田,Right,1,0,2,Curveball,FoulBallFieldable,,,,
19,2026/8/9,4,4,西山,Right,永田,Right,1,0,2,Fastball,FoulBallFieldable,,,,
20,2026/8/9,4,5,西山,Right,永田,Right,1,0,2,Fastball,FoulBallFieldable,,,,
21,2026/8/9,4,6,西山,Right,永田,Right,1,0,2,ChangeUp,FoulBallFieldable,,,,
22,2026/8/9,4,7,西山,Right,永田,Right,1,0,2,Fastball,StrikeSwinging,,Strikeout,,
23,2026/8/9,5,1,西山,Right,茨木,Left,2,0,0,Curveball,BallCalled,,,,
24,2026/8/9,5,2,西山,Right,茨木,Left,2,1,0,ChangeUp,BallCalled,,,,
25,2026/8/9,5,3,西山,Right,茨木,Left,2,2,0,Fastball,BallCalled,,,,
26,2026/8/9,5,4,西山,Right,茨木,Left,2,3,0,Fastball,BallCalled,,Walk,,
1,2026/8/9,1,1,岩﨑龍,Left,荘川,Left,2,0,0,Cutter,StrikeCalled,,,,
2,2026/8/9,1,2,岩﨑龍,Left,荘川,Left,2,0,1,Curveball,StrikeCalled,,,,
3,2026/8/9,1,3,岩﨑龍,Left,荘川,Left,2,0,2,Cutter,FoulBallFieldable,,,,
4,2026/8/9,1,4,岩﨑龍,Left,荘川,Left,2,0,2,Curveball,StrikeCalled,,Strikeout,,
1,2026/8/9,1,1,矢後,Right,渡邊康,Right,0,0,0,Curveball,BallCalled,,,,
2,2026/8/9,1,2,矢後,Right,渡邊康,Right,0,1,0,Fastball,StrikeCalled,,,,
3,2026/8/9,1,3,矢後,Right,渡邊康,Right,0,1,1,Curveball,StrikeCalled,,,,
4,2026/8/9,1,4,矢後,Right,渡邊康,Right,0,1,2,Fastball,FoulBallFieldable,,,,
5,2026/8/9,1,5,矢後,Right,渡邊康,Right,0,1,2,Curveball,BallCalled,,,,
6,2026/8/9,1,6,矢後,Right,渡邊康,Right,0,2,2,Fastball,FoulBallFieldable,,,,
7,2026/8/9,1,7,矢後,Right,渡邊康,Right,0,2,2,Curveball,BallCalled,,,,
8,2026/8/9,1,8,矢後,Right,渡邊康,Right,0,3,2,Fastball,BallCalled,,Walk,,
9,2026/8/9,2,1,矢後,Right,西谷,Left,0,0,0,Fastball,BallCalled,,,,
10,2026/8/9,2,2,矢後,Right,西谷,Left,0,1,0,Fastball,StrikeCalled,,,,
11,2026/8/9,2,3,矢後,Right,西谷,Left,0,1,1,Fastball,BallCalled,,,,
12,2026/8/9,2,4,矢後,Right,西谷,Left,0,2,1,Fastball,InPlay,,Out,GroundBall,
13,2026/8/9,3,1,矢後,Right,山元,Right,1,0,0,Curveball,StrikeCalled,,,,
14,2026/8/9,3,2,矢後,Right,山元,Right,1,0,1,Curveball,BallCalled,,,,
15,2026/8/9,3,3,矢後,Right,山元,Right,1,1,1,Fastball,InPlay,,Out,FlyBall,
16,2026/8/9,4,1,矢後,Right,横井,Right,2,0,0,Curveball,InPlay,,Out,FlyBall,
1,2026/8/9,1,1,岩﨑龍,Left,三澤,Right,0,0,0,Fastball,InPlay,,Out,GroundBall,
2,2026/8/9,2,1,岩﨑龍,Left,片山,Left,1,0,0,Curveball,BallCalled,,,,
3,2026/8/9,2,2,岩﨑龍,Left,片山,Left,1,1,0,Fastball,BallCalled,,,,
4,2026/8/9,2,3,岩﨑龍,Left,片山,Left,1,2,0,Fastball,StrikeCalled,,,,
5,2026/8/9,2,4,岩﨑龍,Left,片山,Left,1,2,1,Fastball,InPlay,,Out,GroundBall,
6,2026/8/9,3,1,岩﨑龍,Left,五木,Right,2,0,0,Fastball,BallCalled,,,,
7,2026/8/9,3,2,岩﨑龍,Left,五木,Right,2,1,0,Fastball,InPlay,,Out,GroundBall,
1,2026/8/9,1,1,矢後,Right,島田,Left,0,0,0,ChangeUp,BallCalled,,,,
2,2026/8/9,1,2,矢後,Right,島田,Left,0,1,0,Fastball,InPlay,,Out,FlyBall,
3,2026/8/9,2,1,矢後,Right,箭原,Left,1,0,0,Fastball,BallCalled,,,,
4,2026/8/9,2,2,矢後,Right,箭原,Left,1,1,0,Fastball,StrikeCalled,,,,
5,2026/8/9,2,3,矢後,Right,箭原,Left,1,1,1,Fastball,InPlay,,Out,FlyBall,
6,2026/8/9,3,1,矢後,Right,前田,Left,2,0,0,Curveball,BallCalled,,,,
7,2026/8/9,3,2,矢後,Right,前田,Left,2,1,0,Fastball,InPlay,,Out,GroundBall,
1,2026/8/9,1,1,岩﨑龍,Left,井出,Left,0,0,0,Cutter,StrikeSwinging,,,,
2,2026/8/9,1,2,岩﨑龍,Left,井出,Left,0,0,1,Curveball,BallCalled,,,,
3,2026/8/9,1,3,岩﨑龍,Left,井出,Left,0,1,1,Cutter,BallCalled,,,,
4,2026/8/9,1,4,岩﨑龍,Left,井出,Left,0,2,1,Cutter,BallCalled,,,,
5,2026/8/9,1,5,岩﨑龍,Left,井出,Left,0,3,1,Cutter,StrikeCalled,,,,
6,2026/8/9,1,6,岩﨑龍,Left,井出,Left,0,3,2,Cutter,FoulBallFieldable,,,,
7,2026/8/9,1,7,岩﨑龍,Left,井出,Left,0,3,2,Fastball,BallCalled,,Walk,,
8,2026/8/9,2,1,岩﨑龍,Left,新井,Left,0,0,1,Cutter,BallCalled,,,,
9,2026/8/9,2,2,岩﨑龍,Left,新井,Left,0,1,1,Fastball,InPlay,,Double,LineDrive,
10,2026/8/9,3,1,岩﨑龍,Left,高崎,Right,0,0,1,Cutter,BallCalled,,,,
11,2026/8/9,3,2,岩﨑龍,Left,高崎,Right,0,1,1,Fastball,BallCalled,,,,
12,2026/8/9,3,3,岩﨑龍,Left,高崎,Right,0,2,1,Cutter,BallCalled,,,,
13,2026/8/9,3,4,岩﨑龍,Left,高崎,Right,0,3,1,Fastball,StrikeCalled,,,,
14,2026/8/9,3,5,岩﨑龍,Left,高崎,Right,0,3,2,Cutter,InPlay,,Out,GroundBall,
15,2026/8/9,4,1,岩﨑龍,Left,永田,Right,1,0,1,Fastball,InPlay,,Single,LineDrive,
16,2026/8/9,5,1,岩﨑龍,Left,茨木,Left,1,0,0,Cutter,StrikeCalled,,,,
17,2026/8/9,5,2,岩﨑龍,Left,茨木,Left,1,0,1,Curveball,StrikeCalled,,,,
18,2026/8/9,5,3,岩﨑龍,Left,茨木,Left,1,0,2,Fastball,BallCalled,,,,
19,2026/8/9,5,4,岩﨑龍,Left,茨木,Left,1,1,2,Curveball,BallCalled,,,,
20,2026/8/9,5,5,岩﨑龍,Left,茨木,Left,1,2,2,Fastball,FoulBallFieldable,,,,
21,2026/8/9,5,6,岩﨑龍,Left,茨木,Left,1,2,2,Cutter,FoulBallFieldable,,,,
22,2026/8/9,5,7,岩﨑龍,Left,茨木,Left,1,2,2,Curveball,StrikeCalled,,Strikeout,,
23,2026/8/9,6,1,岩﨑龍,Left,荘川,Left,2,0,1,Fastball,InPlay,,Single,LineDrive,
24,2026/8/9,7,1,岩﨑龍,Left,三澤,Right,2,0,0,Fastball,BallCalled,,,,
25,2026/8/9,7,2,岩﨑龍,Left,三澤,Right,2,1,0,Fastball,InPlay,,Out,FlyBall,
1,2026/8/9,1,1,矢後,Right,笠尾,Right,0,0,0,Fastball,BallCalled,,,,
2,2026/8/9,1,2,矢後,Right,笠尾,Right,0,1,0,Fastball,BallCalled,,HitByPitch,,
3,2026/8/9,2,1,矢後,Right,野田,Left,0,0,0,Fastball,BallCalled,,,,
4,2026/8/9,2,2,矢後,Right,野田,Left,0,1,0,Fastball,FoulBallFieldable,,,,
5,2026/8/9,2,3,矢後,Right,野田,Left,0,1,1,Fastball,BallCalled,,,,
6,2026/8/9,2,4,矢後,Right,野田,Left,0,2,1,Fastball,InPlay,,Single,FlyBall,
7,2026/8/9,3,1,矢後,Right,渡邊康,Right,0,0,0,Fastball,StrikeCalled,,,,
8,2026/8/9,3,2,矢後,Right,渡邊康,Right,0,0,1,Fastball,InPlay,,Out,GroundBall,
9,2026/8/9,4,1,矢後,Right,西谷,Left,1,0,0,Fastball,BallCalled,,,,
10,2026/8/9,4,2,矢後,Right,西谷,Left,1,1,0,Fastball,StrikeCalled,,,,
11,2026/8/9,4,3,矢後,Right,西谷,Left,1,1,1,Fastball,StrikeCalled,,,,
12,2026/8/9,4,4,矢後,Right,西谷,Left,1,1,2,ChangeUp,FoulBallFieldable,,,,
13,2026/8/9,4,5,矢後,Right,西谷,Left,1,1,2,Fastball,BallCalled,,,,
14,2026/8/9,4,6,矢後,Right,西谷,Left,1,2,2,Curveball,InPlay,,Single,FlyBall,
15,2026/8/9,5,1,矢後,Right,山元,Right,1,0,0,Fastball,StrikeSwinging,,,,
16,2026/8/9,5,2,矢後,Right,山元,Right,1,0,1,Curveball,BallCalled,,,,
17,2026/8/9,5,3,矢後,Right,山元,Right,1,1,1,Fastball,StrikeSwinging,,,,
18,2026/8/9,5,4,矢後,Right,山元,Right,1,1,2,Fastball,StrikeCalled,,Strikeout,,
19,2026/8/9,6,1,矢後,Right,横井,Right,2,0,0,Fastball,StrikeCalled,,,,
20,2026/8/9,6,2,矢後,Right,横井,Right,2,0,1,Fastball,BallCalled,,,,
21,2026/8/9,6,3,矢後,Right,横井,Right,2,1,1,Curveball,BallCalled,,,,
22,2026/8/9,6,4,矢後,Right,横井,Right,2,2,1,Fastball,BallCalled,,,,
23,2026/8/9,6,5,矢後,Right,横井,Right,2,3,1,Fastball,BallCalled,,Walk,,
24,2026/8/9,7,1,矢後,Right,島田,Left,2,0,0,Fastball,StrikeCalled,,,,
25,2026/8/9,7,2,矢後,Right,島田,Left,2,0,1,Curveball,BallCalled,,,,
26,2026/8/9,7,3,矢後,Right,島田,Left,2,1,1,Curveball,BallCalled,,,,
27,2026/8/9,7,4,矢後,Right,島田,Left,2,2,1,Fastball,InPlay,,Out,FlyBall,
1,2026/8/9,1,1,岩﨑龍,Left,片山,Left,0,0,0,Cutter,BallCalled,,,,
2,2026/8/9,1,2,岩﨑龍,Left,片山,Left,0,1,0,Fastball,StrikeCalled,,,,
3,2026/8/9,1,3,岩﨑龍,Left,片山,Left,0,1,1,Cutter,FoulBallFieldable,,,,
4,2026/8/9,1,4,岩﨑龍,Left,片山,Left,0,1,2,Fastball,BallCalled,,,,
5,2026/8/9,1,5,岩﨑龍,Left,片山,Left,0,2,2,Cutter,BallCalled,,,,
6,2026/8/9,1,6,岩﨑龍,Left,片山,Left,0,3,2,Fastball,BallCalled,,HitByPitch,,
7,2026/8/9,2,1,岩﨑龍,Left,五木,Right,0,0,0,Fastball,BallCalled,,,,
8,2026/8/9,2,2,岩﨑龍,Left,五木,Right,0,1,0,Fastball,BallCalled,,,,
