PitchNo,Date,PAofInning,PitchofPA,Pitcher,PitcherThrows,Batter,BatterSide,Outs,Balls,Strikes,TaggedPitchType,PitchCall,RelSpeed,PlayResult,TaggedHitType
1,2026/8/15,1,1,岩﨑龍,Left,野田,Left,1,0,0,Fastball,FoulBallFieldable,,,
2,2026/8/15,1,2,岩﨑龍,Left,野田,Left,1,0,1,Fastball,BallCalled,,,
3,2026/8/15,1,3,岩﨑龍,Left,野田,Left,1,1,1,Slider,BallCalled,,,
4,2026/8/15,1,4,岩﨑龍,Left,野田,Left,1,2,1,Fastball,InPlay,,Out,FlyBall
5,2026/8/15,2,1,岩﨑龍,Left,金子,Right,2,0,0,Fastball,StrikeCalled,,,
6,2026/8/15,2,2,岩﨑龍,Left,金子,Right,2,0,1,Fastball,BallCalled,,,
7,2026/8/15,2,3,岩﨑龍,Left,金子,Right,2,1,1,Slider,StrikeSwinging,,,
8,2026/8/15,2,4,岩﨑龍,Left,金子,Right,2,1,2,Slider,BallCalled,,,
9,2026/8/15,2,5,岩﨑龍,Left,金子,Right,2,2,2,Fastball,BallCalled,,,
10,2026/8/15,2,6,岩﨑龍,Left,金子,Right,2,3,2,Fastball,BallCalled,,Walk,
11,2026/8/15,3,1,岩﨑龍,Left,新井,Left,2,0,0,Slider,BallCalled,,,
12,2026/8/15,3,2,岩﨑龍,Left,新井,Left,2,1,0,Fastball,FoulBallFieldable,,,
13,2026/8/15,3,3,岩﨑龍,Left,新井,Left,2,1,1,Slider,FoulBallFieldable,,,
14,2026/8/15,3,4,岩﨑龍,Left,新井,Left,2,1,2,Slider,FoulBallFieldable,,,
15,2026/8/15,3,5,岩﨑龍,Left,新井,Left,2,1,2,Slider,InPlay,,Out,GroundBall
16,2026/8/15,4,1,岩﨑龍,Left,渡邊康,Right,1,0,0,Fastball,StrikeCalled,,,
17,2026/8/15,4,2,岩﨑龍,Left,渡邊康,Right,1,0,1,Fastball,BallCalled,,,
18,2026/8/15,4,3,岩﨑龍,Left,渡邊康,Right,1,1,1,Fastball,InPlay,,Out,GroundBall
19,2026/8/15,5,1,岩﨑龍,Left,茨木,Left,2,0,0,Slider,StrikeCalled,,,
20,2026/8/15,5,2,岩﨑龍,Left,茨木,Left,2,0,1,Slider,InPlay,,Out,GroundBall
21,2026/8/15,6,1,岩﨑龍,Left,古田,Right,1,0,0,Slider,BallCalled,,,
