PitchNo,Date,PAofInning,PitchofPA,Pitcher,PitcherThrows,Batter,BatterSide,Outs,Balls,Strikes,TaggedPitchType,PitchCall,RelSpeed,PlayResult,TaggedHitType
1,2026/7/24,1,1,西山,Right,津田,Left,0,0,0,Fastball,InPlay,136,Single,LineDrive
2,2026/7/24,2,1,西山,Right,湯浅,Right,0,0,0,Fastball,BallCalled,129,,
3,2026/7/24,2,2,西山,Right,湯浅,Right,0,1,0,Fastball,BallCalled,129,,
4,2026/7/24,2,3,西山,Right,湯浅,Right,0,2,0,Fastball,InPlay,132,Error,GroundBall
5,2026/7/24,3,1,西山,Right,片岡,Left,0,0,0,Fastball,InPlay,140,Out,GroundBall
6,2026/7/24,4,1,西山,Right,中村吏,Right,2,0,0,Curveball,StrikeCalled,100,,
7,2026/7/24,4,2,西山,Right,中村吏,Right,2,0,1,Curveball,BallCalled,99,,
8,2026/7/24,4,3,西山,Right,中村吏,Right,2,1,1,Fastball,BallCalled,-,,
9,2026/7/24,4,4,西山,Right,中村吏,Right,2,2,1,ChangeUp,BallCalled,128,,
10,2026/7/24,4,5,西山,Right,中村吏,Right,2,3,1,Slider,StrikeCalled,128,,
11,2026/7/24,4,6,西山,Right,中村吏,Right,2,3,2,Fastball,StrikeCalled,133,Strikeout,
12,2026/7/24,1,1,西山,Right,小松騎,Right,0,0,0,Fastball,FoulBallFieldable,-,,
13,2026/7/24,1,2,西山,Right,小松騎,Right,0,0,1,Curveball,BallCalled,102,,
14,2026/7/24,1,3,西山,Right,小松騎,Right,0,1,1,ChangeUp,InPlay,112,Out,FlyBall
15,2026/7/24,2,1,西山,Right,霜,Right,1,0,0,Curveball,StrikeCalled,103,,
16,2026/7/24,2,2,西山,Right,霜,Right,1,0,1,Curveball,BallCalled,104,,
17,2026/7/24,2,3,西山,Right,霜,Right,1,1,1,Fastball,InPlay,132,Out,GroundBall
18,2026/7/24,3,1,西山,Right,永田,Right,2,0,0,Fastball,StrikeCalled,131,,
19,2026/7/24,3,2,西山,Right,永田,Right,2,0,1,Slider,FoulBallFieldable,124,,
20,2026/7/24,3,3,西山,Right,永田,Right,2,0,2,Fastball,BallCalled,-,,
21,2026/7/24,3,4,西山,Right,永田,Right,2,1,2,Curveball,StrikeSwinging,104,Out,
22,2026/7/24,1,1,西山,Right,金子,Right,0,0,0,Curveball,BallCalled,96,,
23,2026/7/24,1,2,西山,Right,金子,Right,0,1,0,Fastball,BallCalled,131,,
24,2026/7/24,1,3,西山,Right,金子,Right,0,2,0,Fastball,InPlay,-,Out,GroundBall
25,2026/7/24,2,1,西山,Right,舟橋,Right,1,0,0,Fastball,InPlay,129,Out,GroundBall
26,2026/7/24,3,1,西山,Right,石松,Left,2,0,0,Fastball,BallCalled,-,,
27,2026/7/24,3,2,西山,Right,石松,Left,2,1,0,Fastball,BallCalled,134,,
28,2026/7/24,3,3,西山,Right,石松,Left,2,2,0,Slider,BallCalled,124,,
29,2026/7/24,3,4,西山,Right,石松,Left,2,3,0,Fastball,StrikeCalled,138,,
30,2026/7/24,3,5,西山,Right,石松,Left,2,3,1,Fastball,BallCalled,-,,
31,2026/7/24,3,6,西山,Right,石松,Left,2,0,1,Fastball,InPlay,140,Single,GroundBall
1,2026/7/24,1,1,矢後,Right,津田,Left,0,0,0,Fastball,BallCalled,136,,
2,2026/7/24,1,2,矢後,Right,津田,Left,0,1,0,Fastball,InPlay,135,Out,FlyBall
3,2026/7/24,2,1,矢後,Right,湯浅,Right,1,0,0,Fastball,BallCalled,129,,
