PitchNo,Date,PAofInning,PitchofPA,Pitcher,PitcherThrows,Batter,BatterSide,Outs,Balls,Strikes,TaggedPitchType,PitchCall,RelSpeed,PlayResult,TaggedHitType
1,2026/7/12,1,1,田中,Right,江﨑,Left,0,0,0,Fastball,InPlay,130,Double,FlyBall
2,2026/7/12,2,1,田中,Right,岩﨑遼,Right,0,0,0,Fastball,StrikeCalled,134,,
3,2026/7/12,2,2,田中,Right,岩﨑遼,Right,0,0,1,Fastball,StrikeCalled,136,,
4,2026/7/12,2,3,田中,Right,岩﨑遼,Right,0,0,2,TwoSeamFastball,InPlay,125,Out,FlyBall
5,2026/7/12,3,1,田中,Right,黒須,Left,1,0,0,TwoSeamFastball,StrikeCalled,123,,
6,2026/7/12,3,2,田中,Right,黒須,Left,1,0,1,TwoSeamFastball,BallCalled,124,,
7,2026/7/12,3,3,田中,Right,黒須,Left,1,1,1,TwoSeamFastball,FoulBallFieldable,125,,
8,2026/7/12,3,4,田中,Right,黒須,Left,1,1,2,Fastball,BallCalled,138,,
9,2026/7/12,3,5,田中,Right,黒須,Left,1,2,2,Fastball,BallCalled,137,,
10,2026/7/12,3,6,田中,Right,黒須,Left,1,3,2,Fastball,InPlay,137,Out,FlyBall
11,2026/7/12,4,1,田中,Right,箭原,Left,2,0,0,TwoSeamFastball,BallCalled,127,,
12,2026/7/12,4,2,田中,Right,箭原,Left,2,1,0,Fastball,InPlay,137,Out,LineDrive
1,2026/7/12,1,1,佐々木,Left,津田,Left,0,0,0,Slider,StrikeSwinging,114,,
2,2026/7/12,1,2,佐々木,Left,津田,Left,0,0,1,Slider,InPlay,114,Single,LineDrive
3,2026/7/12,2,1,佐々木,Left,野田,Left,0,0,0,Fastball,BallCalled,124,,
4,2026/7/12,2,2,佐々木,Left,野田,Left,0,1,0,Fastball,InPlay,124,Out,Bunt
5,2026/7/12,3,1,佐々木,Left,金子,Right,1,0,0,Fastball,BallCalled,127,,
6,2026/7/12,3,2,佐々木,Left,金子,Right,1,1,0,Curveball,BallCalled,103,,
7,2026/7/12,3,3,佐々木,Left,金子,Right,1,2,0,Slider,FoulBallFieldable,115,,
8,2026/7/12,3,4,佐々木,Left,金子,Right,1,2,1,Slider,InPlay,113,Out,FlyBall
9,2026/7/12,4,1,佐々木,Left,石松,Left,2,0,0,Fastball,StrikeCalled,126,,
10,2026/7/12,4,2,佐々木,Left,石松,Left,2,0,1,Curveball,StrikeCalled,103,,
11,2026/7/12,4,3,佐々木,Left,石松,Left,2,0,2,Fastball,BallCalled,130,,
12,2026/7/12,4,4,佐々木,Left,石松,Left,2,1,2,Fastball,BallCalled,129,,
13,2026/7/12,4,5,佐々木,Left,石松,Left,2,2,2,TwoSeamFastball,InPlay,125,Out,GroundBall
1,2026/7/12,1,1,田中,Right,片岡,Left,0,0,0,Fastball,StrikeCalled,138,,
2,2026/7/12,1,2,田中,Right,片岡,Left,0,0,1,Fastball,BallCalled,137,,
3,2026/7/12,1,3,田中,Right,片岡,Left,0,1,1,TwoSeamFastball,InPlay,125,Out,FlyBall
4,2026/7/12,2,1,田中,Right,大平,Right,1,0,0,Fastball,FoulBallFieldable,133,,
5,2026/7/12,2,2,田中,Right,大平,Right,1,0,1,Curveball,BallCalled,104,,
6,2026/7/12,2,3,田中,Right,大平,Right,1,1,1,Fastball,InPlay,132,Out,GroundBall
7,2026/7/12,3,1,田中,Right,山元,Right,2,0,0,Fastball,BallCalled,130,,
8,2026/7/12,3,2,田中,Right,山元,Right,2,1,0,Fastball,StrikeSwinging,130,,
9,2026/7/12,3,3,田中,Right,山元,Right,2,1,1,Slider,StrikeSwinging,119,,
10,2026/7/12,3,4,田中,Right,山元,Right,2,1,2,Fastball,StrikeSwinging,,Strikeout,
1,2026/7/12,1,1,佐々木,Left,佐藤寛,Left,0,0,0,Slider,FoulBallFieldable,112,,
2,2026/7/12,1,2,佐々木,Left,佐藤寛,Left,0,0,1,Slider,InPlay,115,Out,FlyBall
3,2026/7/12,2,1,佐々木,Left,中村吏,Right,1,0,0,Slider,InPlay,114,Out,FlyBall
4,2026/7/12,3,1,佐々木,Left,渡邊康,Right,2,0,0,Fastball,BallCalled,131,,
5,2026/7/12,3,2,佐々木,Left,渡邊康,Right,2,1,0,Slider,BallCalled,115,,
6,2026/7/12,3,3,佐々木,Left,渡邊康,Right,2,2,0,Fastball,InPlay,128,Out,GroundBall
1,2026/7/12,1,1,田中,Right,荘川,Left,0,0,0,Fastball,BallCalled,137,,
2,2026/7/12,1,2,田中,Right,荘川,Left,0,1,0,Fastball,InPlay,131,Out,FlyBall
3,2026/7/12,2,1,田中,Right,國光,Left,1,0,0,Fastball,BallCalled,139,,
4,2026/7/12,2,2,田中,Right,國光,Left,1,1,0,TwoSeamFastball,StrikeSwinging,117,,
5,2026/7/12,2,3,田中,Right,國光,Left,1,1,1,Fastball,BallCalled,132,,
6,2026/7/12,2,4,田中,Right,國光,Left,1,2,1,TwoSeamFastball,StrikeSwinging,121,,
7,2026/7/12,2,5,田中,Right,國光,Left,1,2,2,TwoSeamFastball,BallCalled,126,,
8,2026/7/12,2,6,田中,Right,國光,Left,1,3,2,Fastball,StrikeCalled,132,Strikeout,
9,2026/7/12,3,1,田中,Right,江﨑,Left,2,0,0,Fastball,BallCalled,140,,
10,2026/7/12,3,2,田中,Right,江﨑,Left,2,1,0,Fastball,BallCalled,141,,
11,2026/7/12,3,3,田中,Right,江﨑,Left,2,2,0,Fastball,FoulBallFieldable,137,,
12,2026/7/12,3,4,田中,Right,江﨑,Left,2,2,1,Slider,InPlay,122,Out,FlyBall
1,2026/7/12,1,1,佐々木,Left,小松騎,Right,0,0,0,Fastball,StrikeSwinging,128,,
2,2026/7/12,1,2,佐々木,Left,小松騎,Right,0,0,1,Curveball,BallCalled,105,,
3,2026/7/12,1,3,佐々木,Left,小松騎,Right,0,1,1,Slider,BallCalled,112,,
4,2026/7/12,1,4,佐々木,Left,小松騎,Right,0,2,1,Fastball,BallCalled,125,,
5,2026/7/12,1,5,佐々木,Left,小松騎,Right,0,3,1,Fastball,FoulBallFieldable,127,,
6,2026/7/12,1,6,佐々木,Left,小松騎,Right,0,3,2,Fastball,FoulBallFieldable,129,,
7,2026/7/12,1,7,佐々木,Left,小松騎,Right,0,3,2,Fastball,FoulBallFieldable,127,,
8,2026/7/12,1,8,佐々木,Left,小松騎,Right,0,3,2,TwoSeamFastball,BallCalled,120,Undefined,
9,2026/7/12,2,1,佐々木,Left,新井,Left,0,0,0,TwoSeamFastball,FoulBallFieldable,123,,
10,2026/7/12,2,2,佐々木,Left,新井,Left,0,0,1,Slider,BallCalled,115,,
11,2026/7/12,2,3,佐々木,Left,新井,Left,0,1,1,Fastball,FoulBallFieldable,126,,
12,2026/7/12,2,4,佐々木,Left,新井,Left,0,1,2,Fastball,InPlay,128,Out,GroundBall
13,2026/7/12,3,1,佐々木,Left,津田,Left,1,0,0,Slider,InPlay,123,Out,GroundBall
14,2026/7/12,4,1,佐々木,Left,野田,Left,2,0,0,Slider,InPlay,123,Out,GroundBall
1,2026/7/12,1,1,田中,Right,岩﨑遼,Right,0,0,0,Fastball,BallCalled,137,,
2,2026/7/12,1,2,田中,Right,岩﨑遼,Right,0,1,0,Slider,StrikeCalled,,,
3,2026/7/12,1,3,田中,Right,岩﨑遼,Right,0,1,1,Slider,FoulBallFieldable,,,
4,2026/7/12,1,4,田中,Right,岩﨑遼,Right,0,1,2,Fastball,FoulBallFieldable,134,,
5,2026/7/12,1,5,田中,Right,岩﨑遼,Right,0,1,2,TwoSeamFastball,InPlay,123,Out,FlyBall
6,2026/7/12,2,1,田中,Right,黒須,Left,1,0,0,Curveball,BallCalled,109,,
7,2026/7/12,2,2,田中,Right,黒須,Left,1,1,0,Fastball,BallCalled,139,,
8,2026/7/12,2,3,田中,Right,黒須,Left,1,2,0,Fastball,StrikeCalled,137,,
9,2026/7/12,2,4,田中,Right,黒須,Left,1,2,1,TwoSeamFastball,InPlay,124,Out,FlyBall
10,2026/7/12,3,1,田中,Right,箭原,Left,2,0,0,Fastball,StrikeCalled,139,,
11,2026/7/12,3,2,田中,Right,箭原,Left,2,0,1,Fastball,StrikeCalled,141,,
12,2026/7/12,3,3,田中,Right,箭原,Left,2,0,2,TwoSeamFastball,BallCalled,127,,
13,2026/7/12,3,4,田中,Right,箭原,Left,2,1,2,Fastball,FoulBallFieldable,141,,
14,2026/7/12,3,5,田中,Right,箭原,Left,2,1,2,Fastball,BallCalled,141,,
15,2026/7/12,3,6,田中,Right,箭原,Left,2,2,2,Fastball,InPlay,140,Out,GroundBall
1,2026/7/12,1,1,佐々木,Left,金子,Right,0,0,0,Slider,InPlay,113,Out,GroundBall
2,2026/7/12,2,1,佐々木,Left,石松,Left,1,0,0,Slider,StrikeCalled,,,
3,2026/7/12,2,2,佐々木,Left,石松,Left,1,0,1,Fastball,BallCalled,127,,
4,2026/7/12,2,3,佐々木,Left,石松,Left,1,1,1,Slider,FoulBallFieldable,117,Strikeout,
5,2026/7/12,3,1,佐々木,Left,佐藤寛,Left,2,0,0,Fastball,StrikeSwinging,130,,
6,2026/7/12,3,2,佐々木,Left,佐藤寛,Left,2,0,1,Fastball,StrikeCalled,131,,
7,2026/7/12,3,3,佐々木,Left,佐藤寛,Left,2,0,2,Slider,BallCalled,128,,
8,2026/7/12,3,4,佐々木,Left,佐藤寛,Left,2,1,2,Fastball,InPlay,131,Out,GroundBall
1,2026/7/12,1,1,田中,Right,片岡,Left,0,0,0,TwoSeamFastball,StrikeCalled,,,
2,2026/7/12,1,2,田中,Right,片岡,Left,0,0,1,Slider,BallCalled,124,,
3,2026/7/12,1,3,田中,Right,片岡,Left,0,1,1,Fastball,InPlay,139,Single,LineDrive
4,2026/7/12,2,1,田中,Right,大平,Right,0,0,0,Fastball,BallCalled,133,,
5,2026/7/12,2,2,田中,Right,大平,Right,0,1,0,Slider,StrikeCalled,124,,
6,2026/7/12,2,3,田中,Right,大平,Right,0,1,1,Fastball,FoulBallFieldable,,,
7,2026/7/12,2,4,田中,Right,大平,Right,0,1,2,Fastball,BallCalled,,,
8,2026/7/12,2,5,田中,Right,大平,Right,0,2,2,TwoSeamFastball,FoulBallFieldable,,,
9,2026/7/12,2,6,田中,Right,大平,Right,0,2,2,Slider,BallCalled,117,,
10,2026/7/12,2,7,田中,Right,大平,Right,0,3,2,TwoSeamFastball,FoulBallFieldable,126,,
11,2026/7/12,2,8,田中,Right,大平,Right,0,3,2,Fastball,StrikeSwinging,,Strikeout,
12,2026/7/12,3,1,田中,Right,山元,Right,1,0,0,Fastball,StrikeSwinging,,,
13,2026/7/12,3,2,田中,Right,山元,Right,1,0,1,TwoSeamFastball,BallCalled,130,,
14,2026/7/12,3,3,田中,Right,山元,Right,1,1,1,Fastball,BallCalled,,,
15,2026/7/12,3,4,田中,Right,山元,Right,1,2,1,Slider,InPlay,117,Out,FlyBall
16,2026/7/12,4,1,田中,Right,荘川,Left,2,0,0,TwoSeamFastball,BallCalled,126,,
17,2026/7/12,4,2,田中,Right,荘川,Left,2,1,0,Fastball,StrikeCalled,131,,
18,2026/7/12,4,3,田中,Right,荘川,Left,2,1,1,TwoSeamFastball,InPlay,,Out,FlyBall
1,2026/7/12,1,1,佐々木,Left,中村吏,Right,0,0,0,Slider,BallCalled,111,,
2,2026/7/12,1,2,佐々木,Left,中村吏,Right,0,1,0,Fastball,BallCalled,124,,
3,2026/7/12,1,3,佐々木,Left,中村吏,Right,0,2,0,Fastball,InPlay,,Single,GroundBall
4,2026/7/12,2,1,佐々木,Left,渡邊康,Right,0,0,0,Slider,StrikeCalled,114,,
5,2026/7/12,2,2,佐々木,Left,渡邊康,Right,0,0,1,Fastball,InPlay,125,Single,LineDrive
6,2026/7/12,3,1,佐々木,Left,小松騎,Right,0,0,0,Slider,StrikeCalled,111,,
7,2026/7/12,3,2,佐々木,Left,小松騎,Right,0,0,1,Slider,StrikeCalled,112,,
8,2026/7/12,3,3,佐々木,Left,小松騎,Right,0,0,2,Fastball,StrikeCalled,123,Strikeout,
9,2026/7/12,4,1,佐々木,Left,西谷,Left,1,0,0,ChangeUp,InPlay,121,Out,FlyBall
10,2026/7/12,5,1,佐々木,Left,津田,Left,2,0,0,Slider,StrikeCalled,123,,
11,2026/7/12,5,2,佐々木,Left,津田,Left,2,0,1,Slider,BallCalled,124,,
12,2026/7/12,5,3,佐々木,Left,津田,Left,2,1,1,Slider,BallCalled,123,,
13,2026/7/12,5,4,佐々木,Left,津田,Left,2,2,1,Curveball,BallCalled,114,,
14,2026/7/12,5,5,佐々木,Left,津田,Left,2,3,1,ChangeUp,BallCalled,118,Walk,
15,2026/7/12,6,1,佐々木,Left,野田,Left,2,0,0,Fastball,BallCalled,125,,
16,2026/7/12,6,2,佐々木,Left,野田,Left,2,1,0,Fastball,BallCalled,128,,
17,2026/7/12,6,3,佐々木,Left,野田,Left,2,2,0,TwoSeamFastball,StrikeSwinging,124,,
18,2026/7/12,6,4,佐々木,Left,野田,Left,2,2,1,TwoSeamFastball,BallCalled,124,,
19,2026/7/12,6,5,佐々木,Left,野田,Left,2,3,1,Fastball,BallCalled,126,Walk,
1,2026/7/12,1,1,安東,Right,金子,Right,0,0,0,Slider,BallCalled,122,,
2,2026/7/12,1,2,安東,Right,金子,Right,0,1,0,Slider,FoulBallFieldable,123,,
3,2026/7/12,1,3,安東,Right,金子,Right,0,1,1,Cutter,BallCalled,127,,
4,2026/7/12,1,4,安東,Right,金子,Right,0,2,1,Fastball,InPlay,130,Out,GroundBall
1,2026/7/12,1,1,田中,Right,國光,Left,0,0,0,TwoSeamFastball,BallCalled,132,,
2,2026/7/12,1,2,田中,Right,國光,Left,0,1,0,Fastball,InPlay,137,Single,GroundBall
