PitchNo,Date,PAofInning,PitchofPA,Pitcher,PitcherThrows,Batter,BatterSide,Outs,Balls,Strikes,TaggedPitchType,PitchCall,RelSpeed,PlayResult,TaggedHitType
1,2026/8/4,1,1,石島,Right,高崎,Right,0,0,0,Slider,BallCalled,,,
2,2026/8/4,1,2,石島,Right,高崎,Right,0,1,0,Fastball,BallCalled,125,,
3,2026/8/4,1,3,石島,Right,高崎,Right,0,2,0,Fastball,BallCalled,123,,
4,2026/8/4,1,4,石島,Right,高崎,Right,0,3,0,Fastball,BallCalled,131,Walk,
5,2026/8/4,2,1,石島,Right,池田,Left,0,0,0,Fastball,InPlay,132,Sacrifice,GroundBall
6,2026/8/4,3,1,石島,Right,細谷,Left,1,0,0,Fastball,BallCalled,135,,
7,2026/8/4,3,2,石島,Right,細谷,Left,1,1,0,Fastball,InPlay,,Single,GroundBall
8,2026/8/4,4,1,石島,Right,山元,Right,1,0,0,Slider,StrikeCalled,115,,
9,2026/8/4,4,2,石島,Right,山元,Right,1,0,1,Slider,InPlay,114,Error,FlyBall
10,2026/8/4,5,1,石島,Right,中村旭,Right,1,0,0,Slider,StrikeSwinging,113,,
11,2026/8/4,5,2,石島,Right,中村旭,Right,1,0,1,Slider,FoulBallFieldable,118,,
12,2026/8/4,5,3,石島,Right,中村旭,Right,1,0,2,Slider,InPlay,116,Out,FlyBall
13,2026/8/4,6,1,石島,Right,足立,Left,2,0,0,Splitter,BallCalled,125,,
14,2026/8/4,6,2,石島,Right,足立,Left,2,1,0,Slider,StrikeCalled,,,
15,2026/8/4,6,3,石島,Right,足立,Left,2,1,1,Slider,FoulBallFieldable,115,,
16,2026/8/4,6,4,石島,Right,足立,Left,2,1,2,Fastball,BallCalled,,,
17,2026/8/4,6,5,石島,Right,足立,Left,2,2,2,Slider,BallCalled,121,,
18,2026/8/4,6,6,石島,Right,足立,Left,2,3,2,Slider,FoulBallFieldable,115,,
19,2026/8/4,6,7,石島,Right,足立,Left,2,3,2,Slider,InPlay,,Out,GroundBall
1,2026/8/4,1,1,伊藤櫂,Right,原口,Right,0,0,0,Slider,StrikeCalled,107,,
2,2026/8/4,1,2,伊藤櫂,Right,原口,Right,0,0,1,Fastball,FoulBallFieldable,,,
3,2026/8/4,1,3,伊藤櫂,Right,原口,Right,0,0,2,Fastball,FoulBallFieldable,,,
4,2026/8/4,1,4,伊藤櫂,Right,原口,Right,0,0,2,Fastball,FoulBallFieldable,,,
5,2026/8/4,1,5,伊藤櫂,Right,原口,Right,0,0,2,Fastball,BallCalled,117,,
6,2026/8/4,1,6,伊藤櫂,Right,原口,Right,0,1,2,TwoSeamFastball,BallCalled,115,,
7,2026/8/4,1,7,伊藤櫂,Right,原口,Right,0,2,2,Fastball,BallCalled,123,,
8,2026/8/4,1,8,伊藤櫂,Right,原口,Right,0,3,2,Slider,BallCalled,113,Walk,
9,2026/8/4,2,1,伊藤櫂,Right,前田,Left,0,0,0,TwoSeamFastball,FoulBallFieldable,113,,
10,2026/8/4,2,2,伊藤櫂,Right,前田,Left,0,0,1,Fastball,BallCalled,123,,
11,2026/8/4,2,3,伊藤櫂,Right,前田,Left,0,1,1,Fastball,BallCalled,123,,
12,2026/8/4,2,4,伊藤櫂,Right,前田,Left,0,2,1,TwoSeamFastball,InPlay,112,Out,FlyBall
13,2026/8/4,3,1,伊藤櫂,Right,平山,Left,1,0,0,Fastball,BallCalled,121,,
14,2026/8/4,3,2,伊藤櫂,Right,平山,Left,1,1,0,Slider,BallCalled,107,,
15,2026/8/4,3,3,伊藤櫂,Right,平山,Left,1,2,0,TwoSeamFastball,StrikeSwinging,116,,
16,2026/8/4,3,4,伊藤櫂,Right,平山,Left,1,2,1,TwoSeamFastball,FoulBallFieldable,114,,
17,2026/8/4,3,5,伊藤櫂,Right,平山,Left,1,2,2,TwoSeamFastball,BallCalled,117,,
18,2026/8/4,3,6,伊藤櫂,Right,平山,Left,1,3,2,TwoSeamFastball,StrikeSwinging,112,Strikeout,
19,2026/8/4,4,1,伊藤櫂,Right,村野,Left,2,0,0,Fastball,BallCalled,118,,
20,2026/8/4,4,2,伊藤櫂,Right,村野,Left,2,1,0,Fastball,BallCalled,119,,
21,2026/8/4,4,3,伊藤櫂,Right,村野,Left,2,2,0,Slider,StrikeCalled,111,,
22,2026/8/4,4,4,伊藤櫂,Right,村野,Left,2,2,1,Slider,BallCalled,110,,
23,2026/8/4,4,5,伊藤櫂,Right,村野,Left,2,3,1,TwoSeamFastball,StrikeSwinging,116,Strikeout,
1,2026/8/4,1,1,石島,Right,高崎,Right,0,0,0,Slider,BallCalled,115,,
2,2026/8/4,1,2,石島,Right,高崎,Right,0,1,0,Slider,StrikeCalled,113,,
3,2026/8/4,1,3,石島,Right,高崎,Right,0,1,1,Splitter,BallCalled,118,,
4,2026/8/4,1,4,石島,Right,高崎,Right,0,2,1,Fastball,FoulBallFieldable,125,,
5,2026/8/4,1,5,石島,Right,高崎,Right,0,2,2,Slider,FoulBallFieldable,114,,
6,2026/8/4,1,6,石島,Right,高崎,Right,0,2,2,Fastball,BallCalled,124,,
7,2026/8/4,1,7,石島,Right,高崎,Right,0,3,2,Slider,FoulBallFieldable,,,
8,2026/8/4,1,8,石島,Right,高崎,Right,0,3,2,Fastball,StrikeCalled,124,Strikeout,
9,2026/8/4,2,1,石島,Right,池田,Left,1,0,0,Fastball,BallCalled,128,,
10,2026/8/4,2,2,石島,Right,池田,Left,1,1,0,Slider,InPlay,,Single,GroundBall
11,2026/8/4,3,1,石島,Right,細谷,Left,1,0,0,Fastball,StrikeCalled,,,
12,2026/8/4,3,2,石島,Right,細谷,Left,1,0,1,Fastball,BallCalled,121,,
13,2026/8/4,3,3,石島,Right,細谷,Left,1,1,1,Fastball,InPlay,129,Out,GroundBall
1,2026/8/4,1,1,伊藤櫂,Right,高崎,Right,0,0,0,Slider,StrikeCalled,107,,
2,2026/8/4,1,2,伊藤櫂,Right,高崎,Right,0,0,1,Fastball,StrikeCalled,115,,
3,2026/8/4,1,3,伊藤櫂,Right,高崎,Right,0,0,2,Slider,FoulBallFieldable,111,,
4,2026/8/4,1,4,伊藤櫂,Right,高崎,Right,0,0,2,Fastball,StrikeCalled,124,Strikeout,
5,2026/8/4,2,1,伊藤櫂,Right,池田,Left,1,0,0,Fastball,FoulBallFieldable,124,,
6,2026/8/4,2,2,伊藤櫂,Right,池田,Left,1,0,1,Slider,BallCalled,116,,
7,2026/8/4,2,3,伊藤櫂,Right,池田,Left,1,1,1,TwoSeamFastball,BallCalled,121,,
8,2026/8/4,2,4,伊藤櫂,Right,池田,Left,1,2,1,Slider,FoulBallFieldable,111,,
9,2026/8/4,2,5,伊藤櫂,Right,池田,Left,1,2,2,TwoSeamFastball,BallCalled,115,,
10,2026/8/4,2,6,伊藤櫂,Right,池田,Left,1,3,2,Slider,BallCalled,104,,
11,2026/8/4,2,7,伊藤櫂,Right,池田,Left,1,0,2,Slider,BallCalled,106,Walk,
12,2026/8/4,3,1,伊藤櫂,Right,高崎,Right,1,0,0,Slider,BallCalled,,,
