PitchNo,Date,PAofInning,PitchofPA,Pitcher,PitcherThrows,Batter,BatterSide,Outs,Balls,Strikes,TaggedPitchType,PitchCall,RelSpeed,PlayResult,TaggedHitType
1,2026/7/25,1,1,足達,Right,高崎,Right,0,0,0,Fastball,StrikeCalled,127,,
2,2026/7/25,1,2,足達,Right,高崎,Right,0,0,1,Slider,FoulBallFieldable,105,,
3,2026/7/25,1,3,足達,Right,高崎,Right,0,0,2,Slider,BallCalled,116,,
4,2026/7/25,1,4,足達,Right,高崎,Right,0,1,2,Fastball,FoulBallFieldable,133,,
5,2026/7/25,1,5,足達,Right,高崎,Right,0,1,2,Slider,InPlay,112,Out,FlyBall
6,2026/7/25,2,1,足達,Right,舟橋,Right,1,0,0,Slider,BallCalled,119,,
7,2026/7/25,2,2,足達,Right,舟橋,Right,1,1,0,Fastball,StrikeCalled,130,,
8,2026/7/25,2,3,足達,Right,舟橋,Right,1,1,1,Fastball,BallCalled,131,,
9,2026/7/25,2,4,足達,Right,舟橋,Right,1,2,1,Slider,BallCalled,,,
10,2026/7/25,2,5,足達,Right,舟橋,Right,1,3,1,Fastball,FoulBallFieldable,,,
11,2026/7/25,2,6,足達,Right,舟橋,Right,1,3,2,Slider,StrikeSwinging,111,Out,
12,2026/7/25,3,1,足達,Right,渥美,Left,2,0,0,ChangeUp,BallCalled,,,
13,2026/7/25,3,2,足達,Right,渥美,Left,2,1,0,Fastball,FoulBallFieldable,131,,
14,2026/7/25,3,3,足達,Right,渥美,Left,2,1,1,Slider,BallCalled,116,,
15,2026/7/25,3,4,足達,Right,渥美,Left,2,2,1,Fastball,FoulBallFieldable,128,,
16,2026/7/25,3,5,足達,Right,渥美,Left,2,2,2,Fastball,InPlay,,Single,LineDrive
17,2026/7/25,4,1,足達,Right,細谷,Left,2,0,0,ChangeUp,InPlay,118,Out,GroundBall
1,2026/7/25,1,1,今村,Right,新井,Left,0,0,0,Fastball,InPlay,,Single,GroundBall
2,2026/7/25,2,1,今村,Right,金子,Right,0,0,0,Fastball,BallCalled,129,,
3,2026/7/25,2,2,今村,Right,金子,Right,0,1,0,Fastball,InPlay,130,Out,GroundBall
4,2026/7/25,3,1,今村,Right,西谷,Left,1,0,0,Fastball,InPlay,134,Out,GroundBall
5,2026/7/25,4,1,今村,Right,山元,Right,2,0,0,Slider,BallCalled,,,
6,2026/7/25,4,2,今村,Right,山元,Right,2,1,0,Fastball,BallCalled,,,
7,2026/7/25,4,3,今村,Right,山元,Right,2,2,0,Fastball,StrikeCalled,,,
8,2026/7/25,4,4,今村,Right,山元,Right,2,2,1,Slider,StrikeCalled,,,
9,2026/7/25,4,5,今村,Right,山元,Right,2,2,2,Fastball,StrikeSwinging,,Out,
1,2026/7/25,1,1,足達,Right,箭原,Left,0,0,0,Fastball,StrikeCalled,131,,
2,2026/7/25,1,2,足達,Right,箭原,Left,0,0,1,Fastball,InPlay,133,Out,GroundBall
3,2026/7/25,2,1,足達,Right,鈴木雅,Left,1,0,0,Slider,BallCalled,121,,
4,2026/7/25,2,2,足達,Right,鈴木雅,Left,1,1,0,Fastball,StrikeCalled,130,,
5,2026/7/25,2,3,足達,Right,鈴木雅,Left,1,1,1,Slider,InPlay,116,Single,GroundBall
6,2026/7/25,3,1,足達,Right,荘川,Left,1,0,0,Fastball,StrikeCalled,127,,
7,2026/7/25,3,2,足達,Right,荘川,Left,1,0,1,ChangeUp,BallCalled,121,,
8,2026/7/25,3,3,足達,Right,荘川,Left,1,1,1,Slider,StrikeCalled,,,
9,2026/7/25,3,4,足達,Right,荘川,Left,1,1,2,Fastball,BallCalled,132,,
10,2026/7/25,3,5,足達,Right,荘川,Left,1,2,2,Slider,InPlay,113,Single,GroundBall
11,2026/7/25,4,1,足達,Right,佐藤拓,Right,2,0,0,Fastball,StrikeCalled,128,,
12,2026/7/25,4,2,足達,Right,佐藤拓,Right,2,0,1,Slider,InPlay,110,Out,GroundBall
1,2026/7/25,1,1,今村,Right,渡邊康,Right,0,0,0,Slider,StrikeCalled,118,,
2,2026/7/25,1,2,今村,Right,渡邊康,Right,0,0,1,Slider,BallCalled,,,
3,2026/7/25,1,3,今村,Right,渡邊康,Right,0,1,1,Fastball,FoulBallFieldable,,,
4,2026/7/25,1,4,今村,Right,渡邊康,Right,0,1,2,Slider,InPlay,120,Out,GroundBall
5,2026/7/25,2,1,今村,Right,高橋隆,Left,1,0,0,Fastball,InPlay,134,Out,GroundBall
6,2026/7/25,3,1,今村,Right,今野,Right,2,0,0,Fastball,BallCalled,127,,
7,2026/7/25,3,2,今村,Right,今野,Right,2,1,0,Fastball,StrikeCalled,,,
8,2026/7/25,3,3,今村,Right,今野,Right,2,1,1,Slider,FoulBallFieldable,,,
9,2026/7/25,3,4,今村,Right,今野,Right,2,1,2,Slider,BallCalled,122,,
10,2026/7/25,3,5,今村,Right,今野,Right,2,2,2,Slider,BallCalled,119,,
11,2026/7/25,3,6,今村,Right,今野,Right,2,3,2,Fastball,BallCalled,134,Walk,
12,2026/7/25,4,1,今村,Right, 足立,Left,2,0,0,Slider,BallCalled,118,,
13,2026/7/25,4,2,今村,Right, 足立,Left,2,1,0,Slider,BallCalled,124,,
1,2026/7/25,1,1,足達,Right,長渡,Right,0,2,0,ChangeUp,BallCalled,120,,
2,2026/7/25,1,2,足達,Right,長渡,Right,0,3,0,Fastball,BallCalled,125,,
3,2026/7/25,1,3,足達,Right,長渡,Right,0,0,0,Fastball,StrikeCalled,127,,
4,2026/7/25,1,4,足達,Right,長渡,Right,0,0,1,Fastball,InPlay,125,Out,GroundBall
5,2026/7/25,2,1,足達,Right,高崎,Right,1,0,0,Fastball,InPlay,131,Single,GroundBall
6,2026/7/25,3,1,足達,Right, 舟橋,Right,1,0,0,Slider,InPlay,120,Single,LineDrive
7,2026/7/25,4,1,足達,Right, 渥美,Left,1,0,0,ChangeUp,BallCalled,122,,
8,2026/7/25,4,2,足達,Right, 渥美,Left,1,1,0,Slider,BallCalled,117,,
9,2026/7/25,4,3,足達,Right, 渥美,Left,1,2,0,Slider,StrikeSwinging,117,,
10,2026/7/25,4,4,足達,Right, 渥美,Left,1,2,1,Fastball,InPlay,131,Error,FlyBall
11,2026/7/25,5,1,足達,Right,細谷,Left,1,0,0,Curveball,BallCalled,106,,
12,2026/7/25,5,2,足達,Right,細谷,Left,1,1,0,Fastball,BallCalled,131,,
13,2026/7/25,5,3,足達,Right,細谷,Left,1,2,0,Fastball,BallCalled,130,,
14,2026/7/25,5,4,足達,Right,細谷,Left,1,3,0,Fastball,StrikeCalled,129,,
15,2026/7/25,5,5,足達,Right,細谷,Left,1,3,1,Slider,BallCalled,,Walk,
16,2026/7/25,6,1,足達,Right,箭原,Left,1,0,0,Slider,BallCalled,116,,
17,2026/7/25,6,2,足達,Right,箭原,Left,1,1,0,ChangeUp,BallCalled,119,,
18,2026/7/25,6,3,足達,Right,箭原,Left,1,2,0,ChangeUp,StrikeCalled,,,
19,2026/7/25,6,4,足達,Right,箭原,Left,1,2,1,ChangeUp,StrikeCalled,123,,
20,2026/7/25,6,5,足達,Right,箭原,Left,1,2,2,Fastball,BallCalled,130,,
21,2026/7/25,6,6,足達,Right,箭原,Left,1,3,2,Fastball,InPlay,130,FieldersChoice,
22,2026/7/25,7,1,足達,Right,鈴木雅,Left,2,0,0,Fastball,BallCalled,128,,
23,2026/7/25,7,2,足達,Right,鈴木雅,Left,2,1,0,Fastball,BallCalled,,,
24,2026/7/25,7,3,足達,Right,鈴木雅,Left,2,2,0,Fastball,BallCalled,,,
25,2026/7/25,7,4,足達,Right,鈴木雅,Left,2,3,0,Fastball,StrikeCalled,130,Out,FlyBall
1,2026/7/25,1,1,今村,Right,足立,Left,0,0,0,Fastball,BallCalled,132,,
2,2026/7/25,1,2,今村,Right,足立,Left,0,1,0,Slider,FoulBallFieldable,120,,
3,2026/7/25,1,3,今村,Right,足立,Left,0,1,1,Fastball,InPlay,137,Single,GroundBall
4,2026/7/25,2,1,今村,Right,原口,Right,0,0,0,Slider,BallCalled,123,,
5,2026/7/25,2,2,今村,Right,原口,Right,0,1,0,Fastball,StrikeCalled,131,,
6,2026/7/25,2,3,今村,Right,原口,Right,0,1,1,Fastball,BallCalled,128,,
7,2026/7/25,2,4,今村,Right,原口,Right,0,2,1,Slider,StrikeCalled,124,,
8,2026/7/25,2,5,今村,Right,原口,Right,0,2,2,Fastball,InPlay,128,Out,GroundBall
9,2026/7/25,3,1,今村,Right,新井,Left,1,0,0,ChangeUp,BallCalled,123,,
10,2026/7/25,3,2,今村,Right,新井,Left,1,1,0,Fastball,BallCalled,136,,
11,2026/7/25,3,3,今村,Right,新井,Left,1,2,0,Slider,StrikeCalled,123,,
12,2026/7/25,3,4,今村,Right,新井,Left,1,2,1,Slider,StrikeCalled,121,,
13,2026/7/25,3,5,今村,Right,新井,Left,1,2,2,Slider,BallCalled,124,,
14,2026/7/25,3,6,今村,Right,新井,Left,1,3,2,Slider,InPlay,124,Out,Popup
15,2026/7/25,4,1,今村,Right,金子,Right,2,0,0,Slider,BallCalled,119,,
16,2026/7/25,4,2,今村,Right,金子,Right,2,1,0,Fastball,BallCalled,,,
17,2026/7/25,4,3,今村,Right,金子,Right,2,2,0,Slider,BallCalled,,,
18,2026/7/25,4,4,今村,Right,金子,Right,2,3,0,Fastball,StrikeCalled,128,,
19,2026/7/25,4,5,今村,Right,金子,Right,2,3,1,Fastball,InPlay,134,Single,GroundBall
20,2026/7/25,5,1,今村,Right,西谷,Left,2,0,0,Slider,BallCalled,120,,
21,2026/7/25,5,2,今村,Right,西谷,Left,2,1,0,Fastball,StrikeCalled,132,,
22,2026/7/25,5,3,今村,Right,西谷,Left,2,1,1,Slider,StrikeCalled,,,
23,2026/7/25,5,4,今村,Right,西谷,Left,2,1,2,Fastball,FoulBallFieldable,131,,
24,2026/7/25,5,5,今村,Right,西谷,Left,2,1,2,Slider,InPlay,124,Single,LineDrive
1,2026/7/25,1,1,足達,Right,荘川,Left,0,0,0,ChangeUp,StrikeCalled,119,,
2,2026/7/25,1,2,足達,Right,荘川,Left,0,0,1,ChangeUp,BallCalled,121,,
3,2026/7/25,1,3,足達,Right,荘川,Left,0,1,1,Slider,InPlay,,Out,GroundBall
