PitchNo,Date,PAofInning,PitchofPA,Pitcher,PitcherThrows,Batter,BatterSide,Outs,Balls,Strikes,TaggedPitchType,PitchCall,RelSpeed,PlayResult,TaggedHitType,
3,2026/7/23,1,3,香西,Left,尾形,Left,0,1,1,Curveball,InPlay,,Out,LineDrive,
4,2026/7/23,2,1,香西,Left,髙橋海,Right,1,0,0,ChangeUp,BallCalled,,,,
5,2026/7/23,2,2,香西,Left,髙橋海,Right,1,1,0,Fastball,InPlay,135,Single,LineDrive,
6,2026/7/23,3,1,香西,Left,大内,Left,1,0,0,Slider,BallCalled,,,Bunt,
7,2026/7/23,3,2,香西,Left,大内,Left,1,1,0,Fastball,InPlay,,Single,LineDrive,
8,2026/7/23,4,1,香西,Left,坂口,Right,1,0,0,Fastball,BallCalled,135,,,
9,2026/7/23,4,2,香西,Left,坂口,Right,1,1,0,Splitter,FoulBallFieldable,126,,,
10,2026/7/23,4,3,香西,Left,坂口,Right,1,1,1,Splitter,BallCalled,127,,,
11,2026/7/23,4,4,香西,Left,坂口,Right,1,2,1,Fastball,StrikeSwinging,134,,,
12,2026/7/23,4,5,香西,Left,坂口,Right,1,2,2,Fastball,FoulBallFieldable,,,,
13,2026/7/23,4,6,香西,Left,坂口,Right,1,2,2,Fastball,StrikeCalled,,Strikeout,,
1,2026/7/23,1,1,越井,Right,霜,Right,0,0,0,Curveball,BallCalled,113,,,
2,2026/7/23,1,2,越井,Right,霜,Right,0,1,0,Fastball,FoulBallFieldable,136,,,
3,2026/7/23,1,3,越井,Right,霜,Right,0,1,1,Fastball,StrikeSwinging,137,,,
4,2026/7/23,1,4,越井,Right,霜,Right,0,1,2,Curveball,StrikeSwinging,112,Strikeout,,
5,2026/7/23,2,1,越井,Right,吉田,Left,1,0,0,Cutter,BallCalled,136,,,
6,2026/7/23,2,2,越井,Right,吉田,Left,1,1,0,Fastball,BallCalled,144,,,
7,2026/7/23,2,3,越井,Right,吉田,Left,1,2,0,Fastball,StrikeCalled,146,,,
8,2026/7/23,2,4,越井,Right,吉田,Left,1,2,1,Fastball,StrikeSwinging,147,,,
9,2026/7/23,2,5,越井,Right,吉田,Left,1,2,2,Splitter,BallCalled,128,,,
10,2026/7/23,2,6,越井,Right,吉田,Left,1,3,2,Fastball,FoulBallFieldable,148,,,
11,2026/7/23,2,7,越井,Right,吉田,Left,1,3,2,Fastball,StrikeSwinging,149,Strikeout,,
12,2026/7/23,3,1,越井,Right,古田,Right,2,0,0,Curveball,StrikeCalled,105,,,
13,2026/7/23,3,2,越井,Right,古田,Right,2,0,1,Slider,BallCalled,127,,,
14,2026/7/23,3,3,越井,Right,古田,Right,2,1,1,Fastball,BallCalled,136,,,
15,2026/7/23,3,4,越井,Right,古田,Right,2,2,1,Slider,InPlay,120,Out,FlyBall,
1,2026/7/23,1,1,中村心,Left,中村俊,Left,0,0,0,Cutter,BallCalled,127,,,
2,2026/7/23,1,2,中村心,Left,中村俊,Left,0,1,0,Cutter,StrikeCalled,128,,,
3,2026/7/23,1,3,中村心,Left,中村俊,Left,0,1,1,Fastball,FoulBallFieldable,139,,,
4,2026/7/23,1,4,中村心,Left,中村俊,Left,0,1,2,Fastball,StrikeCalled,141,Strikeout,,
5,2026/7/23,2,1,中村心,Left,三戸,Left,1,0,0,Fastball,BallCalled,141,,,
6,2026/7/23,2,2,中村心,Left,三戸,Left,1,1,0,Fastball,BallCalled,140,,,
7,2026/7/23,2,3,中村心,Left,三戸,Left,1,2,0,Cutter,BallCalled,128,,,
8,2026/7/23,2,4,中村心,Left,三戸,Left,1,3,0,Cutter,BallCalled,128,Walk,,
9,2026/7/23,3,1,中村心,Left,山本,Left,1,0,0,Cutter,StrikeCalled,128,,,
10,2026/7/23,3,2,中村心,Left,山本,Left,1,0,1,Fastball,StrikeCalled,140,,,
11,2026/7/23,3,3,中村心,Left,山本,Left,1,0,2,Cutter,FoulBallFieldable,132,,,
12,2026/7/23,3,4,中村心,Left,山本,Left,1,0,2,Fastball,StrikeCalled,142,Strikeout,,
13,2026/7/23,4,1,中村心,Left,大越,Right,2,0,0,Fastball,StrikeCalled,140,,,
14,2026/7/23,4,2,中村心,Left,大越,Right,2,0,1,Fastball,StrikeCalled,140,,,
1,2026/7/23,1,3,越井,Right,大越,Right,0,0,0,Cutter,InPlay,131,Out,FlyBall,
2,2026/7/23,2,1,越井,Right,黒須,Left,1,0,0,Cutter,InPlay,135,Out,FlyBall,
3,2026/7/23,3,1,越井,Right,岩﨑遼,Right,2,0,0,Cutter,StrikeCalled,132,,,
4,2026/7/23,3,2,越井,Right,岩﨑遼,Right,2,0,1,Cutter,BallCalled,130,,,
5,2026/7/23,3,3,越井,Right,岩﨑遼,Right,2,1,1,Cutter,BallCalled,134,,,
6,2026/7/23,3,4,越井,Right,岩﨑遼,Right,2,2,1,Curveball,StrikeCalled,102,,,
7,2026/7/23,3,5,越井,Right,岩﨑遼,Right,2,2,2,Fastball,InPlay,140,Out,GroundBall,
1,2026/7/23,1,1,中村心,Left,永田,Right,0,0,0,ChangeUp,BallCalled,121,,,
2,2026/7/23,1,2,中村心,Left,永田,Right,0,1,0,Cutter,InPlay,130,,,
3,2026/7/23,1,3,中村心,Left,永田,Right,0,1,0,Fastball,StrikeCalled,143,,,
4,2026/7/23,1,4,中村心,Left,永田,Right,0,1,1,Fastball,FoulBallFieldable,144,,,
5,2026/7/23,1,5,中村心,Left,永田,Right,0,1,2,Fastball,BallCalled,144,,,
6,2026/7/23,1,6,中村心,Left,永田,Right,0,2,2,Fastball,StrikeCalled,144,Strikeout,,
7,2026/7/23,2,1,中村心,Left,小松騎,Right,1,0,0,Fastball,FoulBallFieldable,140,,,
8,2026/7/23,2,2,中村心,Left,小松騎,Right,1,0,1,ChangeUp,BallCalled,,,,
9,2026/7/23,2,3,中村心,Left,小松騎,Right,1,1,1,Fastball,StrikeSwinging,141,,,
10,2026/7/23,2,4,中村心,Left,小松騎,Right,1,1,2,Fastball,BallCalled,145,,,
11,2026/7/23,2,5,中村心,Left,小松騎,Right,1,2,2,Cutter,BallCalled,130,,,
12,2026/7/23,2,6,中村心,Left,小松騎,Right,1,3,2,Fastball,StrikeSwinging,139,Strikeout,,
13,2026/7/23,3,1,中村心,Left,湯浅,Right,2,0,0,Fastball,StrikeCalled,137,,,
14,2026/7/23,3,2,中村心,Left,湯浅,Right,2,0,1,Cutter,BallCalled,121,,,
15,2026/7/23,3,3,中村心,Left,湯浅,Right,2,1,1,ChangeUp,BallCalled,115,,,
16,2026/7/23,3,4,中村心,Left,湯浅,Right,2,2,1,Cutter,StrikeCalled,126,,,
17,2026/7/23,3,5,中村心,Left,湯浅,Right,2,2,2,Fastball,StrikeCalled,142,Strikeout,,
1,2026/7/23,1,1,越井,Right,中村吏,Right,0,0,0,Slider,StrikeSwinging,115,,,
2,2026/7/23,1,2,越井,Right,中村吏,Right,0,0,1,Slider,FoulBallFieldable,119,,,
3,2026/7/23,1,3,越井,Right,中村吏,Right,0,0,2,Slider,BallCalled,,,,
4,2026/7/23,1,4,越井,Right,中村吏,Right,0,1,2,Fastball,StrikeSwinging,146,Strikeout,,
5,2026/7/23,2,1,越井,Right,津田,Left,1,0,0,Splitter,StrikeCalled,125,,,
6,2026/7/23,2,2,越井,Right,津田,Left,1,0,1,Fastball,FoulBallFieldable,147,,,
7,2026/7/23,2,3,越井,Right,津田,Left,1,0,2,Fastball,StrikeSwinging,,Strikeout,,
8,2026/7/23,3,1,越井,Right,三戸,Left,2,0,0,Curveball,StrikeCalled,106,,,
9,2026/7/23,3,2,越井,Right,三戸,Left,2,0,1,Fastball,BallCalled,145,,,
10,2026/7/23,3,3,越井,Right,三戸,Left,2,1,1,Splitter,BallCalled,131,,,
11,2026/7/23,3,4,越井,Right,三戸,Left,2,2,1,Fastball,StrikeCalled,144,,,
12,2026/7/23,3,5,越井,Right,三戸,Left,2,2,2,Fastball,BallCalled,148,,,
13,2026/7/23,3,6,越井,Right,三戸,Left,2,3,2,Slider,InPlay,,Out,GroundBall,
1,2026/7/23,1,1,中村心,Left,石松,Left,0,0,0,Cutter,BallCalled,132,,,
2,2026/7/23,1,2,中村心,Left,石松,Left,0,1,0,Fastball,InPlay,143,Out,GroundBall,
