PitchNo,Date,PAofInning,PitchofPA,Pitcher,PitcherThrows,Batter,BatterSide,Outs,Balls,Strikes,TaggedPitchType,PitchCall,RelSpeed,PlayResult,TaggedHitType
1,2026/7/18,1,1,伊藤光,Right,黒須,Left,0,0,0,Fastball,StrikeCalled,125,,
2,2026/7/18,1,2,伊藤光,Right,黒須,Left,0,0,1,Fastball,BallCalled,125,,
3,2026/7/18,1,3,伊藤光,Right,黒須,Left,0,1,1,Fastball,InPlay,125,Out,LineDrive
4,2026/7/18,2,1,伊藤光,Right,金子,Right,1,0,0,Fastball,BallCalled,126,,
5,2026/7/18,2,2,伊藤光,Right,金子,Right,1,1,0,Fastball,BallCalled,127,,
6,2026/7/18,2,3,伊藤光,Right,金子,Right,1,2,0,Fastball,BallCalled,125,,
7,2026/7/18,2,4,伊藤光,Right,金子,Right,1,3,0,Fastball,StrikeCalled,,,
8,2026/7/18,2,5,伊藤光,Right,金子,Right,1,3,1,Fastball,StrikeCalled,,,
9,2026/7/18,2,6,伊藤光,Right,金子,Right,1,3,2,Fastball,BallCalled,,Walk,
10,2026/7/18,3,1,伊藤光,Right,霜,Right,1,0,0,Fastball,BallCalled,119,,
11,2026/7/18,3,2,伊藤光,Right,霜,Right,1,1,0,Curveball,BallCalled,102,,
12,2026/7/18,3,3,伊藤光,Right,霜,Right,1,2,0,Fastball,FoulBallFieldable,123,,
13,2026/7/18,3,4,伊藤光,Right,霜,Right,1,2,1,Curveball,BallCalled,102,,
14,2026/7/18,3,5,伊藤光,Right,霜,Right,1,3,1,Fastball,InPlay,122,Double,FlyBall
15,2026/7/18,4,1,伊藤光,Right,古田,Right,1,0,0,Fastball,StrikeCalled,123,,
16,2026/7/18,4,2,伊藤光,Right,古田,Right,2,0,1,Slider,BallCalled,108,,
17,2026/7/18,4,3,伊藤光,Right,古田,Right,2,1,1,Slider,FoulBallFieldable,112,,
18,2026/7/18,4,4,伊藤光,Right,古田,Right,2,1,2,Fastball,FoulBallFieldable,123,,
19,2026/7/18,4,5,伊藤光,Right,古田,Right,2,1,2,Fastball,FoulBallFieldable,126,,
20,2026/7/18,4,6,伊藤光,Right,古田,Right,2,1,2,Slider,BallCalled,112,,
21,2026/7/18,4,7,伊藤光,Right,古田,Right,2,2,2,Fastball,InPlay,119,Single,GroundBall
22,2026/7/18,5,1,伊藤光,Right,小松騎,Right,2,0,0,Slider,StrikeCalled,109,,
23,2026/7/18,5,2,伊藤光,Right,小松騎,Right,2,0,1,Fastball,InPlay,125,Single,LineDrive
24,2026/7/18,6,1,伊藤光,Right,渡邊康,Right,2,0,0,Curveball,StrikeCalled,104,,
25,2026/7/18,6,2,伊藤光,Right,渡邊康,Right,2,0,1,Slider,InPlay,109,Out,GroundBall
1,2026/7/18,1,1,今村,Right,野田,Left,0,0,0,Fastball,BallCalled,134,,
2,2026/7/18,1,2,今村,Right,野田,Left,0,1,0,Fastball,FoulBallFieldable,133,,
3,2026/7/18,1,3,今村,Right,野田,Left,0,1,1,Slider,BallCalled,120,,
4,2026/7/18,1,4,今村,Right,野田,Left,0,2,1,Fastball,InPlay,133,Out,GroundBall
5,2026/7/18,2,1,今村,Right,湯浅,Right,1,0,0,Slider,BallCalled,116,,
6,2026/7/18,2,2,今村,Right,湯浅,Right,1,1,0,Slider,InPlay,118,Single,LineDrive
7,2026/7/18,3,1,今村,Right,佐藤寛,Left,1,0,0,Fastball,StrikeCalled,137,,
8,2026/7/18,3,2,今村,Right,佐藤寛,Left,1,0,1,Fastball,StrikeCalled,137,,
9,2026/7/18,3,3,今村,Right,佐藤寛,Left,1,0,2,Slider,FoulBallFieldable,121,,
10,2026/7/18,3,4,今村,Right,佐藤寛,Left,1,0,2,ChangeUp,BallCalled,129,,
11,2026/7/18,3,5,今村,Right,佐藤寛,Left,1,1,2,Fastball,InPlay,,Out,GroundBall
12,2026/7/18,4,1,今村,Right,中村吏,Right,2,0,0,Slider,BallCalled,122,,
13,2026/7/18,4,2,今村,Right,中村吏,Right,2,1,0,Fastball,StrikeCalled,136,,
14,2026/7/18,4,3,今村,Right,中村吏,Right,2,1,1,Curveball,BallCalled,108,,
15,2026/7/18,4,4,今村,Right,中村吏,Right,2,2,1,Fastball,StrikeCalled,134,,
16,2026/7/18,4,5,今村,Right,中村吏,Right,2,2,2,Fastball,StrikeCalled,139,Strikeout,
