PitchNo,Date,PAofInning,PitchofPA,Pitcher,PitcherThrows,Batter,BatterSide,Outs,Balls,Strikes,TaggedPitchType,PitchCall,RelSpeed,PlayResult,TaggedHitType
1,2026/9/9,1,1,佐宗,Left,井櫻,Left,0,0,0,Slider,StrikeCalled,124,,
2,2026/9/9,1,2,佐宗,Left,井櫻,Left,0,0,1,Fastball,InPlay,139,Out,FlyBall
3,2026/9/9,2,1,佐宗,Left,山根,Right,1,0,0,Splitter,FoulBallFieldable,129,,GroundBall
4,2026/9/9,2,2,佐宗,Left,山根,Right,1,0,1,Fastball,BallCalled,135,,
5,2026/9/9,2,3,佐宗,Left,山根,Right,1,1,1,Fastball,BallCalled,136,,
6,2026/9/9,2,4,佐宗,Left,山根,Right,1,2,1,TwoSeamFastball,InPlay,133,Out,GroundBall
7,2026/9/9,3,1,佐宗,Left,岡西,Left,2,0,0,Fastball,StrikeCalled,138,,
8,2026/9/9,3,2,佐宗,Left,岡西,Left,2,0,1,Fastball,InPlay,140,Single,LineDrive
9,2026/9/9,4,1,佐宗,Left,川尻,Right,2,0,0,Fastball,FoulBallFieldable,,,FlyBall
10,2026/9/9,4,2,佐宗,Left,川尻,Right,2,0,1,Splitter,BallCalled,127,,
11,2026/9/9,4,3,佐宗,Left,川尻,Right,2,1,1,Slider,BallCalled,125,,
12,2026/9/9,4,4,佐宗,Left,川尻,Right,2,2,1,Fastball,BallCalled,135,,
13,2026/9/9,4,5,佐宗,Left,川尻,Right,2,3,1,Fastball,BallCalled,138,Walk,
14,2026/9/9,5,1,佐宗,Left,德丸,Left,2,0,0,Slider,BallCalled,,,
15,2026/9/9,5,2,佐宗,Left,德丸,Left,2,1,0,Slider,StrikeCalled,127,,
16,2026/9/9,5,3,佐宗,Left,德丸,Left,2,1,1,TwoSeamFastball,BallCalled,135,,
17,2026/9/9,5,4,佐宗,Left,德丸,Left,2,2,1,TwoSeamFastball,InPlay,,Single,GroundBall
18,2026/9/9,6,1,佐宗,Left,髙橋海,Right,2,0,0,Fastball,BallCalled,140,,
19,2026/9/9,6,2,佐宗,Left,髙橋海,Right,2,1,0,TwoSeamFastball,BallCalled,127,,
20,2026/9/9,6,3,佐宗,Left,髙橋海,Right,2,2,0,Splitter,StrikeSwinging,,,
21,2026/9/9,6,4,佐宗,Left,髙橋海,Right,2,2,1,Fastball,BallCalled,140,,
22,2026/9/9,6,5,佐宗,Left,髙橋海,Right,2,3,1,TwoSeamFastball,StrikeCalled,128,,
23,2026/9/9,6,6,佐宗,Left,髙橋海,Right,2,3,2,Fastball,FoulBallFieldable,141,,
24,2026/9/9,6,7,佐宗,Left,髙橋海,Right,2,3,2,TwoSeamFastball,FoulBallFieldable,137,,
25,2026/9/9,6,8,佐宗,Left,髙橋海,Right,2,3,2,Fastball,StrikeCalled,141,Strikeout,
26,2026/9/9,1,1,佐宗,Left,中村吏,Right,0,0,0,Fastball,InPlay,138,Out,LineDrive
1,2026/9/9,1,1,髙橋煌,Right,阿部,Left,0,0,0,Fastball,BallCalled,142,,
2,2026/9/9,1,2,髙橋煌,Right,阿部,Left,0,1,0,Cutter,FoulBallFieldable,131,,
3,2026/9/9,1,3,髙橋煌,Right,阿部,Left,0,1,1,Curveball,StrikeCalled,115,,
4,2026/9/9,1,4,髙橋煌,Right,阿部,Left,0,1,2,Fastball,FoulBallFieldable,143,,
5,2026/9/9,1,5,髙橋煌,Right,阿部,Left,0,1,2,Fastball,BallCalled,144,,
6,2026/9/9,1,6,髙橋煌,Right,阿部,Left,0,2,2,Cutter,InPlay,131,Single,
7,2026/9/9,2,1,髙橋煌,Right,大内,Left,0,0,0,Fastball,InPlay,138,Sacrifice,Bunt
8,2026/9/9,3,1,髙橋煌,Right,山本,Left,1,0,0,Curveball,BallCalled,,,
9,2026/9/9,3,2,髙橋煌,Right,山本,Left,1,1,0,Fastball,InPlay,,Out,GroundBall
10,2026/9/9,4,1,髙橋煌,Right,山根,Right,2,0,0,OneSeam,BallCalled,136,,
11,2026/9/9,4,2,髙橋煌,Right,山根,Right,2,1,0,Cutter,FoulBallFieldable,130,,
12,2026/9/9,4,3,髙橋煌,Right,山根,Right,2,1,1,Cutter,StrikeCalled,124,,
13,2026/9/9,4,4,髙橋煌,Right,山根,Right,2,1,2,Cutter,StrikeSwinging,129,,
14,2026/9/9,4,5,髙橋煌,Right,山根,Right,2,1,2,Fastball,FoulBallFieldable,,,
15,2026/9/9,4,6,髙橋煌,Right,山根,Right,2,1,2,Cutter,StrikeCalled,124,Strikeout,
16,2026/9/9,1,1,髙橋煌,Right,川尻,Right,0,0,0,OneSeam,InPlay,136,Out,GroundBall
