Game Pitch,Pitch Created At,PitchID,Pitch Type,Is Strike,PlateLocSide (CM),PlateLocHeight (CM),RelSpeed (KMH),SpinRate,TrueSpinRelease,Spin Efficiency,Spin Direction,InducedVertBreak (CM),HorzBreak (CM),HorzRelAngle,VertRelAngle,RelHeight (Meters),RelSide (Meters),Gyro Degree (deg),Right Hand Spin Direction,Right Hand Total Spin,Left Hand Spin Direction,Left Hand Total Spin,IntentType,Pitcher First Name,Pitcher Last Name,Device Serial Number,Latitude,Longitude,VerticalSSWBreak (Meters),HorizontalSSWBreak (Meters),Flagged
12,02-14-2026 08:03:21,1771056201,SL,Y,5,54,122,1988,881,44,4:18,-12.5,21.2,-1.2,1.2,1.5,-0.5,-63,0:00,0,0:00,0,high_intent,宮城,Tawa,MTD-22119CB2427,--,--,0,0,FALSE
11,02-14-2026 08:02:39,1771056159,SP,N,-2,27,126.2,1476,1419,96,10:26,30.1,-26,-2.5,-1.8,1.5,-0.5,-15,0:00,0,0:00,0,high_intent,宮城,Tawa,MTD-22119CB2427,--,--,0,0,FALSE
10,02-14-2026 08:01:58,1771056118,SP,Y,-18,67,128.7,1565,1545,98,10:14,36.7,-16.8,-1.7,-0.6,1.6,-0.5,-9,0:00,0,0:00,0,high_intent,宮城,Tawa,MTD-22119CB2427,--,--,0,0,FALSE
9,02-14-2026 08:01:34,1771056094,2S,N,-20,39,133.8,1517,1506,99,10:32,40.4,-34.2,-2.2,-2,1.6,-0.5,-6,0:00,0,0:00,0,high_intent,宮城,Tawa,MTD-22119CB2427,--,--,0,0,FALSE
8,02-14-2026 08:01:08,1771056068,2S,N,-51,70,156.9,1854,1838,99,10:38,31.4,-36.1,-1.2,-1.9,1.8,-0.5,-7,0:00,0,0:00,0,high_intent,宮城,Tawa,MTD-22119CB2427,--,--,0,0,FALSE
7,02-14-2026 08:00:50,1771056050,FB,Y,-12,53,138.3,2075,2017,97,11:06,46.7,-30.9,-2.3,-2.1,1.6,-0.5,-13,0:00,0,0:00,0,high_intent,宮城,Tawa,MTD-22119CB2427,--,--,0,0,FALSE
6,02-14-2026 08:00:26,1771056026,FB,Y,-22,77,140.2,2157,2102,97,11:06,49.7,-32.2,-1.9,-1.4,1.6,-0.4,-12,0:00,0,0:00,0,high_intent,宮城,Tawa,MTD-22119CB2427,--,--,0,0,FALSE
5,02-14-2026 07:59:58,1771055998,CT,N,47,47,130.4,2258,1966,87,1:12,0,0,-2.8,-1.5,1.6,-0.4,-29,0:00,0,0:00,0,high_intent,宮城,Tawa,MTD-22119CB2427,--,--,0,0,FALSE
4,02-14-2026 07:59:31,1771055971,CT,N,41,60,128,2128,1869,87,12:32,24.5,-13.3,-3.7,-0.3,1.5,-0.5,-28,0:00,0,0:00,0,high_intent,宮城,Tawa,MTD-22119CB2427,--,--,0,0,FALSE
3,02-14-2026 07:59:11,1771055951,FB,Y,20,72,138.3,2098,2034,96,11:02,52.2,-22.2,-3.1,-1.5,1.6,-0.5,-14,0:00,0,0:00,0,high_intent,宮城,Tawa,MTD-22119CB2427,--,--,0,0,FALSE
2,02-14-2026 07:58:51,1771055931,FB,Y,23,97,138.6,2031,1956,96,11:00,46.3,-37.9,-3.8,-0.6,1.6,-0.5,-15,0:00,0,0:00,0,high_intent,宮城,Tawa,MTD-22119CB2427,--,--,0,0,FALSE
1,02-14-2026 07:58:22,1771055902,FB,Y,1,80,136.4,2134,2073,97,11:00,50.7,-24.7,-2.6,-1.2,1.6,-0.5,-13,0:00,0,0:00,0,high_intent,宮城,Tawa,MTD-22119CB2427,--,--,0,0,FALSE
38,02-14-2026 08:27:20,1771057640,FB,Y,-1,49,136.4,2174,2113,97,12:42,57.6,31.2,3.4,-2.4,1.5,0.6,13,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
37,02-14-2026 08:27:07,1771057627,SL,Y,-3,65,115.5,2239,1765,78,6:56,-34.5,-38,1.1,2.9,1.5,0.7,37,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
36,02-14-2026 08:26:44,1771057604,FB,N,-38,32,137.2,2285,2260,98,1:02,58.7,25.6,4.3,-3.3,1.6,0.5,8,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
35,02-14-2026 08:26:28,1771057588,FB,Y,0,65,138.9,2388,2369,99,12:46,60.2,25,2.8,-2.3,1.6,0.5,7,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
34,02-14-2026 08:26:14,1771057574,FB,Y,0,94,138.9,2320,2273,97,12:54,61.9,25.1,3,-1.1,1.6,0.6,11,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
33,02-14-2026 08:25:56,1771057556,FB,N,34,84,139.8,2204,2148,97,1:00,57.5,26.9,1.9,-1.5,1.6,0.6,12,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
32,02-14-2026 08:25:42,1771057542,SL,Y,4,55,117.1,2399,1806,75,6:44,-25.9,-43.6,0.7,2.1,1.5,0.7,41,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
31,02-14-2026 08:25:23,1771057523,FB,Y,19,59,138.9,2605,2148,82,12:16,57.2,26,2.3,-2.3,1.5,0.6,-34,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
30,02-14-2026 08:25:08,1771057508,FB,N,4,117,139.3,2231,2177,97,12:48,61.8,25.1,2.6,-0.5,1.6,0.5,12,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
29,02-14-2026 08:24:49,1771057489,FB,N,24,123,149.3,2239,2194,97,6:56,0,0,0.8,7.4,1.6,0.7,11,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
28,02-14-2026 08:24:33,1771057473,FB,N,-2,31,140,2351,2280,96,12:52,63.1,28.1,3,-3.6,1.6,0.5,14,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
27,02-14-2026 08:24:17,1771057457,FB,Y,7,89,139.5,2252,2191,97,12:42,62,20,2.2,-1.5,1.6,0.5,13,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
26,02-14-2026 08:24:00,1771057440,FB,Y,-8,76,138.5,0,0,0,12:00,60.7,30.1,3.5,-1.7,1.6,0.6,0,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
25,02-14-2026 08:23:44,1771057424,CT,Y,-18,74,126.4,1882,1700,90,12:48,55.6,22.4,3.1,-1.4,1.7,0.4,25,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
24,02-14-2026 08:23:27,1771057407,CT,N,-34,105,125.1,1841,1665,90,12:06,57,12.6,3.2,-0.4,1.7,0.4,25,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
23,02-14-2026 08:23:13,1771057393,CT,Y,-4,69,127.5,2031,1927,94,12:16,62.6,17.2,2.5,-2,1.7,0.5,18,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
22,02-14-2026 08:22:55,1771057375,FB,N,1,41,127.5,1993,1902,95,12:14,60.1,19,2.3,-2.9,1.7,0.5,17,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
21,02-14-2026 08:22:43,1771057363,FB,Y,22,68,136.7,2244,2185,97,12:54,58.2,33,2.6,-1.9,1.6,0.6,13,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
20,02-14-2026 08:22:29,1771057349,FB,N,42,90,134.8,1919,1879,97,12:12,58,34.7,2.1,-0.9,1.6,0.7,11,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
19,02-14-2026 08:22:07,1771057327,CH,Y,9,86,85.4,1492,1255,84,1:48,37.3,35.7,2.1,4.1,1.8,0.3,-32,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
18,02-14-2026 08:21:48,1771057308,OTH,N,26,55,105,1820,1523,83,1:52,39.5,40,2.3,0.1,1.7,0.5,-33,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
17,02-14-2026 08:21:30,1771057290,2S,N,43,74,123.8,1749,1718,98,1:24,46.5,25.6,1.2,-0.8,1.7,0.5,-10,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
16,02-14-2026 08:21:12,1771057272,2S,N,45,40,126.5,1827,1806,98,1:28,52.6,27.4,1.6,-2.4,1.6,0.6,-8,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
15,02-14-2026 08:20:54,1771057254,FB,Y,-7,73,136.3,2043,1972,96,12:50,57,31.3,3.7,-1.7,1.6,0.6,15,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
14,02-14-2026 08:20:14,1771057214,SL,Y,2,62,116.4,2351,1697,72,7:08,-22.2,-39.3,1,2.2,1.6,0.7,43,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
13,02-14-2026 08:19:58,1771057198,SL,Y,5,64,114.5,2342,1738,74,6:42,-22.3,-51.4,0.5,2.4,1.6,0.7,42,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
12,02-14-2026 08:19:35,1771057175,SL,Y,19,60,112.6,2368,1913,80,7:02,-23.6,-49.3,0.2,2.5,1.6,0.8,36,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
11,02-14-2026 08:19:25,1771057165,SL,N,37,99,115.5,2325,1389,59,6:50,-16.6,-35.7,-0.1,3.2,1.6,0.7,53,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
10,02-14-2026 08:19:07,1771057147,CB,Y,8,70,110.4,2223,2124,95,6:18,-56.2,-13.8,0.9,4.1,1.6,0.5,17,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
9,02-14-2026 08:18:56,1771057136,CB,Y,-1,87,98,2125,2054,96,6:12,-59,-9.7,1.1,6.1,1.7,0.4,14,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
8,02-14-2026 08:18:44,1771057124,CB,N,-7,114,102.2,2210,2171,98,6:12,-54.8,-11.9,1.4,6.3,1.7,0.4,10,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
7,02-14-2026 08:18:33,1771057113,CB,N,25,85,105.3,2177,2114,97,6:42,-58.4,-15.8,0.3,5.1,1.6,0.5,13,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
6,02-14-2026 08:18:17,1771057097,FB,Y,-9,50,136.8,2379,2348,98,1:00,53.8,37.1,3.8,-2.5,1.6,0.6,9,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
5,02-14-2026 08:18:02,1771057082,FB,Y,-18,57,136.7,2165,2142,98,1:06,59.5,30.7,3.9,-2.5,1.6,0.6,8,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
4,02-14-2026 08:17:50,1771057070,FB,Y,-16,101,136.4,2202,2148,97,12:54,62.3,30.8,3.6,-0.9,1.6,0.5,12,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
3,02-14-2026 08:17:32,1771057052,FB,Y,-12,50,133.8,2143,2079,96,12:56,60.4,29.5,3.7,-2.7,1.6,0.6,14,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
2,02-14-2026 08:17:19,1771057039,FB,Y,8,54,135.7,2134,2110,98,1:02,60.8,34.2,2.9,-2.4,1.6,0.6,8,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
1,02-14-2026 08:17:06,1771057026,FB,Y,-10,96,131.5,1979,1911,96,12:58,59.3,33,3.7,-0.8,1.6,0.6,15,0:00,0,0:00,0,high_intent,安田,Kotaro,MTD-22119CB2427,--,--,0,0,FALSE
