PitchNo,Date,PAofInning,PitchofPA,Pitcher,PitcherThrows,Batter,BatterSide,Outs,Balls,Strikes,TaggedPitchType,PitchCall,RelSpeed,PlayResult,TaggedHitType,
2,2026/7/31,1,2,山田翔,Left,中村俊,Left,0,1,0,Fastball,BallCalled,129,,,
3,2026/7/31,1,3,山田翔,Left,中村俊,Left,0,2,0,Fastball,InPlay,130,HitByPitch,,
4,2026/7/31,2,1,山田翔,Left,岩崎遼,Right,0,0,0,Fastball,InPlay,127,Sacrifice,GroundBall,1
5,2026/7/31,3,1,山田翔,Left,髙橋海,Right,1,0,0,Fastball,BallCalled,130,,,2
6,2026/7/31,3,2,山田翔,Left,髙橋海,Right,1,1,0,ChangeUp,BallCalled,120,,,
7,2026/7/31,3,3,山田翔,Left,髙橋海,Right,1,2,0,Fastball,InPlay,133,HomeRun,FlyBall,
8,2026/7/31,4,1,山田翔,Left,大越,Right,1,0,0,ChangeUp,BallCalled,112,,,0
9,2026/7/31,4,2,山田翔,Left,大越,Right,1,1,0,Fastball,FoulBallFieldable,133,,,
10,2026/7/31,4,3,山田翔,Left,大越,Right,1,1,1,Fastball,StrikeCalled,132,,,
11,2026/7/31,4,4,山田翔,Left,大越,Right,1,1,2,Fastball,InPlay,134,Out,FlyBall,
12,2026/7/31,5,1,山田翔,Left,三戸,Left,2,0,0,Slider,StrikeCalled,123,,,
13,2026/7/31,5,2,山田翔,Left,三戸,Left,2,0,1,Fastball,InPlay,131,Single,LineDrive,
14,2026/7/31,6,1,山田翔,Left,黒須,Left,2,0,0,Fastball,BallCalled,131,,,1
15,2026/7/31,6,2,山田翔,Left,黒須,Left,2,1,0,Fastball,StrikeCalled,133,,,
16,2026/7/31,6,3,山田翔,Left,黒須,Left,2,1,1,Slider,BallCalled,123,,,
17,2026/7/31,6,4,山田翔,Left,黒須,Left,2,2,1,Fastball,FoulBallFieldable,130,,,
18,2026/7/31,6,5,山田翔,Left,黒須,Left,2,2,2,Fastball,InPlay,134,Out,FlyBall,
19,2026/7/31,1,1,山田翔,Left,山本,Left,0,0,0,Curveball,BallCalled,111,,,
20,2026/7/31,1,2,山田翔,Left,山本,Left,0,1,0,Fastball,BallCalled,134,,,
21,2026/7/31,1,3,山田翔,Left,山本,Left,0,2,0,Fastball,InPlay,133,Out,FlyBall,
22,2026/7/31,2,1,山田翔,Left,小室,Right,1,0,0,ChangeUp,BallCalled,121,,,
23,2026/7/31,2,2,山田翔,Left,小室,Right,1,1,0,Fastball,InPlay,132,Out,FlyBall,
24,2026/7/31,3,1,山田翔,Left,髙橋隆,Left,2,0,0,Curveball,StrikeCalled,111,,,
25,2026/7/31,3,2,山田翔,Left,髙橋隆,Left,2,0,1,Slider,StrikeSwinging,120,,,
26,2026/7/31,3,3,山田翔,Left,髙橋隆,Left,2,0,2,Slider,StrikeSwinging,122,Strikeout,,
27,2026/7/31,1,1,山田翔,Left,中村俊,Left,0,0,0,Slider,BallCalled,123,,,
28,2026/7/31,1,2,山田翔,Left,中村俊,Left,0,1,0,Curveball,StrikeCalled,110,,,
29,2026/7/31,1,3,山田翔,Left,中村俊,Left,0,1,1,Slider,BallCalled,120,,,
30,2026/7/31,1,4,山田翔,Left,中村俊,Left,0,2,1,Fastball,BallCalled,131,,,
31,2026/7/31,1,5,山田翔,Left,中村俊,Left,0,3,1,Fastball,InPlay,130,Walk,,
32,2026/7/31,2,1,山田翔,Left,岩崎遼,Right,0,0,0,Slider,BallCalled,120,,,1
33,2026/7/31,2,2,山田翔,Left,岩崎遼,Right,0,1,0,Fastball,StrikeCalled,128,,,
34,2026/7/31,2,3,山田翔,Left,岩崎遼,Right,0,1,1,Fastball,InPlay,129,Triple,LineDrive,
35,2026/7/31,3,1,山田翔,Left,中村俊,Left,0,0,0,Fastball,FoulBallFieldable,130,,,3
36,2026/7/31,3,2,山田翔,Left,中村俊,Left,0,0,1,Fastball,BallCalled,131,,,
37,2026/7/31,3,3,山田翔,Left,中村俊,Left,0,1,1,Slider,StrikeCalled,119,,,
38,2026/7/31,3,4,山田翔,Left,中村俊,Left,0,1,2,Fastball,BallCalled,131,,,
39,2026/7/31,3,5,山田翔,Left,中村俊,Left,0,2,2,Fastball,BallCalled,133,,,
40,2026/7/31,3,6,山田翔,Left,中村俊,Left,0,3,2,Fastball,FoulBallFieldable,133,,,
41,2026/7/31,3,7,山田翔,Left,中村俊,Left,0,3,2,Fastball,InPlay,132,Out,GroundBall,
1,2026/7/31,1,1,今村,Right,津田,Left,0,0,0,Cutter,BallCalled,128,,,
2,2026/7/31,1,2,今村,Right,津田,Left,0,1,0,Fastball,BallCalled,136,,,
3,2026/7/31,1,3,今村,Right,津田,Left,0,2,0,Fastball,BallCalled,137,,,
4,2026/7/31,1,4,今村,Right,津田,Left,0,3,0,Fastball,FoulBallFieldable,135,,,
5,2026/7/31,1,5,今村,Right,津田,Left,0,3,1,Fastball,BallCalled,137,Walk,GroundBall,1
6,2026/7/31,2,1,今村,Right,吉田壮,Left,0,0,0,Fastball,InPlay,134,Sacrifice,,2
7,2026/7/31,3,1,今村,Right,髙橋海,Right,1,0,0,Fastball,BallCalled,134,,,
8,2026/7/31,3,2,今村,Right,髙橋海,Right,1,1,0,Fastball,FoulBallFieldable,138,,,
9,2026/7/31,3,3,今村,Right,髙橋海,Right,1,1,1,Cutter,BallCalled,129,,,
10,2026/7/31,3,4,今村,Right,髙橋海,Right,1,2,1,Fastball,FoulBallFieldable,135,,,
11,2026/7/31,3,5,今村,Right,髙橋海,Right,1,2,2,Fastball,InPlay,136,Single,FlyBall,
12,2026/7/31,4,1,今村,Right,大平,Right,1,0,0,TwoSeamFastball,BallCalled,128,,,"1,3"
13,2026/7/31,4,2,今村,Right,大平,Right,1,1,0,Fastball,StrikeSwinging,136,,,
14,2026/7/31,4,3,今村,Right,大平,Right,1,1,1,Fastball,FoulBallFieldable,131,,,
15,2026/7/31,4,4,今村,Right,大平,Right,1,1,2,Fastball,InPlay,132,Out,GroundBall,
16,2026/7/31,5,1,今村,Right,小松騎,Right,2,0,0,Fastball,BallCalled,136,,,"2,3"
17,2026/7/31,5,2,今村,Right,小松騎,Right,2,1,0,Fastball,BallCalled,135,,,
18,2026/7/31,5,3,今村,Right,小松騎,Right,2,2,0,Fastball,BallCalled,136,,,
19,2026/7/31,5,4,今村,Right,小松騎,Right,2,3,0,Fastball,BallCalled,136,Walk,,
20,2026/7/31,6,1,今村,Right,湯浅,Right,2,0,0,Fastball,InPlay,134,Out,GroundBall,"1,2,3"
21,2026/7/31,1,1,今村,Right,石松,Left,0,0,0,Cutter,BallCalled,126,,,
22,2026/7/31,1,2,今村,Right,石松,Left,0,1,0,Cutter,InPlay,123,Out,GroundBall,
23,2026/7/31,2,1,今村,Right,中村吏,Right,1,0,0,Fastball,FoulBallFieldable,134,,,
24,2026/7/31,2,2,今村,Right,中村吏,Right,1,0,1,Fastball,BallCalled,137,,,
25,2026/7/31,2,3,今村,Right,中村吏,Right,1,1,1,Fastball,FoulBallFieldable,137,,,
26,2026/7/31,2,4,今村,Right,中村吏,Right,1,1,2,Fastball,BallCalled,131,,,
27,2026/7/31,2,5,今村,Right,中村吏,Right,1,2,2,Fastball,BallCalled,129,,,
28,2026/7/31,2,6,今村,Right,中村吏,Right,1,3,2,Fastball,BallCalled,136,Walk,,1
29,2026/7/31,3,1,今村,Right,津田,Left,1,0,0,Fastball,FoulBallFieldable,133,,,
30,2026/7/31,3,2,今村,Right,津田,Left,1,0,1,Fastball,BallCalled,136,,,
31,2026/7/31,3,3,今村,Right,津田,Left,1,1,1,Fastball,InPlay,,Out,GroundBall,
32,2026/7/31,4,1,今村,Right,吉田壮,Left,2,0,0,Fastball,FoulBallFieldable,135,,,
33,2026/7/31,4,2,今村,Right,吉田壮,Left,2,0,1,Fastball,InPlay,135,Out,FlyBall,
34,2026/7/31,1,1,今村,Right,小松騎,Right,0,0,0,Fastball,BallCalled,133,,,
35,2026/7/31,1,2,今村,Right,小松騎,Right,0,1,0,Fastball,StrikeCalled,129,,,
36,2026/7/31,1,3,今村,Right,小松騎,Right,0,1,1,Fastball,FoulBallFieldable,129,,,
37,2026/7/31,1,4,今村,Right,小松騎,Right,0,1,2,Fastball,InPlay,,Out,GroundBall,
38,2026/7/31,2,1,今村,Right,中村吏,Right,1,0,0,Fastball,FoulBallFieldable,136,,,
39,2026/7/31,2,2,今村,Right,中村吏,Right,1,0,1,Fastball,BallCalled,136,,,
40,2026/7/31,2,3,今村,Right,中村吏,Right,1,1,1,Fastball,FoulBallFieldable,131,,,
41,2026/7/31,2,4,今村,Right,中村吏,Right,1,1,2,Fastball,BallCalled,133,,,
42,2026/7/31,2,5,今村,Right,中村吏,Right,1,2,2,Fastball,FoulBallFieldable,134,,,
43,2026/7/31,2,6,今村,Right,中村吏,Right,1,2,2,Fastball,BallCalled,135,,,
44,2026/7/31,2,7,今村,Right,中村吏,Right,1,3,2,Fastball,FoulBallFieldable,135,,,
45,2026/7/31,2,8,今村,Right,中村吏,Right,1,3,2,Fastball,FoulBallFieldable,135,,,
46,2026/7/31,2,9,今村,Right,中村吏,Right,1,3,2,Fastball,InPlay,133,Out,GroundBall,
