PitchNo,Date,PAofInning,PitchofPA,Pitcher,PitcherThrows,Batter,BatterSide,Outs,Balls,Strikes,TaggedPitchType,PitchCall,RelSpeed,PlayResult,TaggedHitType,
6,2026/3/23,2,2,千葉,Left,"Daichi, kaneko",Right,1,0,1,Fastball,InPlay,,Out,GroundBall,
7,2026/3/23,3,1,千葉,Left,"Shoto,nishitani",Left,2,0,0,Fastball,StrikeCalled,,,,
8,2026/3/23,3,2,千葉,Left,"Shoto,nishitani",Left,2,0,1,Slider,BallCalled,,,,
9,2026/3/23,3,3,千葉,Left,"Shoto,nishitani",Left,2,1,1,Slider,StrikeCalled,,,,
10,2026/3/23,3,4,千葉,Left,"Shoto,nishitani",Left,2,1,2,Fastball,FoulBallFieldable,,,,
11,2026/3/23,3,5,千葉,Left,"Shoto,nishitani",Left,2,1,2,Slider,BallCalled,,,,
12,2026/3/23,3,6,千葉,Left,"Shoto,nishitani",Left,2,2,2,Slider,BallCalled,,,,
13,2026/3/23,3,7,千葉,Left,"Shoto,nishitani",Left,2,3,2,Slider,FoulBallFieldable,,,,
14,2026/3/23,3,8,千葉,Left,"Shoto,nishitani",Left,2,3,2,Fastball,InPlay,,Out,GroundBall,
1,2026/3/23,1,1,足達,Right,"Ryosuke, yamamoto",Right,0,0,0,Slider,BallCalled,,,,
2,2026/3/23,1,2,足達,Right,"Ryosuke, yamamoto",Right,0,1,0,Fastball,BallCalled,,,,
3,2026/3/23,1,3,足達,Right,"Ryosuke, yamamoto",Right,0,2,0,Slider,InPlay,,Single,GroundBall,
4,2026/3/23,2,1,足達,Right,"Kosuke, kataoka",Left,0,0,0,Fastball,StrikeCalled,,,,
5,2026/3/23,2,2,足達,Right,"Kosuke, kataoka",Left,0,0,1,Fastball,InPlay,,Sacrifice,GroundBall,
6,2026/3/23,3,1,足達,Right,"Sho, ngato",Right,1,0,0,Fastball,BallCalled,,,,
7,2026/3/23,3,2,足達,Right,"Sho, ngato",Right,1,1,0,Fastball,StrikeCalled,,,,
8,2026/3/23,3,3,足達,Right,"Sho, ngato",Right,1,1,1,Fastball,FoulBallFieldable,,Out,FlyBall,
9,2026/3/23,4,1,足達,Right,"Ritsuha, funabashi",Right,2,0,0,Fastball,BallCalled,,,,
10,2026/3/23,4,2,足達,Right,"Ritsuha, funabashi",Right,2,1,0,Slider,FoulBallFieldable,,,,
11,2026/3/23,4,3,足達,Right,"Ritsuha, funabashi",Right,2,1,1,Fastball,BallCalled,,,,
12,2026/3/23,4,4,足達,Right,"Ritsuha, funabashi",Right,2,2,1,Fastball,InPlay,,Single,GroundBall,
1,2026/3/23,1,1,千葉,Left,"Shintaro, Kurosu",Left,0,0,0,Fastball,BallCalled,,,,
2,2026/3/23,1,2,千葉,Left,"Shintaro, Kurosu",Left,0,1,0,Fastball,BallCalled,,,,
3,2026/3/23,1,3,千葉,Left,"Shintaro, Kurosu",Left,0,2,0,Fastball,BallCalled,,,,
4,2026/3/23,1,4,千葉,Left,"Shintaro, Kurosu",Left,0,3,0,Fastball,StrikeCalled,,,,
5,2026/3/23,1,5,千葉,Left,"Shintaro, Kurosu",Left,0,3,1,Slider,BallCalled,,Walk,,
6,2026/3/23,2,1,千葉,Left,"Ryuki, komatsu",Right,0,0,0,Fastball,BallCalled,,Hitbypitch,,
7,2026/3/23,3,1,千葉,Left,"Ibuki, tsuda",Left,0,0,0,Fastball,InPlay,,Single,GroundBall,
8,2026/3/23,4,1,千葉,Left,"Aoi, yamamoto",Left,0,0,0,Slider,BallCalled,,,,
9,2026/3/23,4,2,千葉,Left,"Aoi, yamamoto",Left,0,1,0,Slider,InPlay,,Single,,
10,2026/3/23,5,1,千葉,Left,"Ryota,yokoi",Right,0,0,0,Fastball,InPlay,,Single,GroundBall,
11,2026/3/23,6,1,千葉,Left,"Rioto, nakamura",Right,0,0,0,Fastball,InPlay,,Sacrifice,GroundBall,
12,2026/3/23,7,1,千葉,Left,"Yoshinari, atumi",Left,1,0,0,Slider,BallCalled,,,,
13,2026/3/23,7,2,千葉,Left,"Yoshinari, atumi",Left,1,1,0,Slider,BallCalled,,,,
14,2026/3/23,7,3,千葉,Left,"Yoshinari, atumi",Left,1,2,0,Slider,BallCalled,,Hitbypitch,,
1,2026/3/23,1,1,高槻,Right,"Daichi, kaneko",Right,0,0,0,Fastball,InPlay,,Triple,FlyBall,
2,2026/3/23,2,1,高槻,Right,"Shoto,nishitani",Left,0,0,0,Slider,FoulBallFieldable,,,,
3,2026/3/23,2,2,高槻,Right,"Shoto,nishitani",Left,0,0,1,Slider,InPlay,,Single,LineDrive,
4,2026/3/23,3,1,高槻,Right,"Shintaro, kurosu",Left,0,0,0,Slider,InPlay,,FieldersChoice,GroundBall,
5,2026/3/23,4,1,高槻,Right,"Ryuki, komatsu",Right,0,0,0,Fastball,StrikeCalled,,,,
6,2026/3/23,4,2,高槻,Right,"Ryuki, komatsu",Right,0,0,1,Slider,BallCalled,,,,
7,2026/3/23,4,3,高槻,Right,"Ryuki, komatsu",Right,0,1,1,Fastball,InPlay,,Double,FlyBall,
8,2026/3/23,5,1,高槻,Right,"Ibuki, tsuda",Left,0,0,0,Fastball,StrikeCalled,,,,
9,2026/3/23,5,2,高槻,Right,"Ibuki, tsuda",Left,0,0,1,Fastball,StrikeCalled,,,,
10,2026/3/23,5,3,高槻,Right,"Ibuki, tsuda",Left,0,0,2,Slider,InPlay,,Out,GroundBall,
11,2026/3/23,6,1,高槻,Right,"Aoi, yamamoto",Left,1,0,0,Fastball,BallCalled,,,,
12,2026/3/23,6,2,高槻,Right,"Aoi, yamamoto",Left,1,1,0,Slider,BallCalled,,,,
13,2026/3/23,6,3,高槻,Right,"Aoi, yamamoto",Left,1,2,0,Fastball,StrikeCalled,,,,
14,2026/3/23,6,4,高槻,Right,"Aoi, yamamoto",Left,1,2,1,Slider,FoulBallFieldable,,,,
15,2026/3/23,6,5,高槻,Right,"Aoi, yamamoto",Left,1,2,2,Slider,StrikeCalled,,Out,FlyBall,
1,2026/3/23,1,1,足達,Right,"Masaaki, suzuki",Left,0,0,0,Fastball,StrikeCalled,,,,
2,2026/3/23,1,2,足達,Right,"Masaaki, suzuki",Left,0,0,1,Fastball,InPlay,,Out,GroundBall,
3,2026/3/23,2,1,足達,Right,"Yuta, Sakaguchi",Right,1,0,0,Fastball,StrikeCalled,,,,
4,2026/3/23,2,2,足達,Right,"Yuta, Sakaguchi",Right,1,0,1,Fastball,InPlay,,Triple,FlyBall,
5,2026/3/23,3,1,足達,Right,"Shutaro, konno",Right,1,0,0,Fastball,BallCalled,,Hitbypitch,,
6,2026/3/23,4,1,足達,Right,"Hiroto, takahashi",Right,1,0,0,Fastball,FoulBallFieldable,,,,
7,2026/3/23,4,2,足達,Right,"Hiroto, takahashi",Right,1,0,1,Slider,BallCalled,,,,
8,2026/3/23,4,3,足達,Right,"Hiroto, takahashi",Right,1,1,1,Fastball,FoulBallFieldable,,,,
9,2026/3/23,4,4,足達,Right,"Hiroto, takahashi",Right,1,1,2,Slider,BallCalled,,,,
10,2026/3/23,4,5,足達,Right,"Hiroto, takahashi",Right,1,2,2,Fastball,InPlay,,Sacrifice,FlyBall,
11,2026/3/23,5,1,足達,Right,"Shunsuke, hosotani",Left,2,0,0,Fastball,InPlay,,Out,,
1,2026/3/23,1,1,高槻,Right,"Ryota,yokoi",Right,0,0,0,Curveball,BallCalled,,,,
2,2026/3/23,1,2,高槻,Right,"Ryota,yokoi",Right,0,1,0,Fastball,InPlay,,Out,,
3,2026/3/23,2,1,高槻,Right,"Rioto, nakamura",Right,1,0,0,Fastball,FoulBallFieldable,,,,
4,2026/3/23,2,2,高槻,Right,"Rioto, nakamura",Right,1,0,1,Slider,BallCalled,,,,
5,2026/3/23,2,3,高槻,Right,"Rioto, nakamura",Right,1,1,1,Fastball,InPlay,,Out,GroundBall,
6,2026/3/23,3,1,高槻,Right,"Yoshinari, atumi",Left,2,0,0,Slider,BallCalled,,,,
7,2026/3/23,3,2,高槻,Right,"Yoshinari, atumi",Left,2,1,0,Fastball,FoulBallFieldable,,,,
8,2026/3/23,3,3,高槻,Right,"Yoshinari, atumi",Left,2,1,1,Fastball,FoulBallFieldable,,,,
9,2026/3/23,3,4,高槻,Right,"Yoshinari, atumi",Left,2,1,2,TwoSeamFastball,BallCalled,,,,
10,2026/3/23,3,5,高槻,Right,"Yoshinari, atumi",Left,2,2,2,Fastball,BallCalled,,,,
11,2026/3/23,3,6,高槻,Right,"Yoshinari, atumi",Left,2,3,2,Fastball,FoulBallFieldable,,,,
12,2026/3/23,3,7,高槻,Right,"Yoshinari, atumi",Left,2,3,2,Fastball,InPlay,,Out,,
1,2026/3/23,1,1,足達,Right,"Ryosuke, yamamoto",Right,0,0,0,Fastball,StrikeCalled,,,,
2,2026/3/23,1,2,足達,Right,"Ryosuke, yamamoto",Right,0,0,1,Curveball,BallCalled,,,,
3,2026/3/23,1,3,足達,Right,"Ryosuke, yamamoto",Right,0,1,1,Curveball,FoulBallFieldable,,,,
4,2026/3/23,1,4,足達,Right,"Ryosuke, yamamoto",Right,0,1,2,Fastball,StrikeSwinging,,Out,,
5,2026/3/23,2,1,足達,Right,"Kosuke, kataoka",Left,1,0,0,Fastball,StrikeCalled,,,,
