PitchNo,Date,PAofInning,PitchofPA,Pitcher,PitcherThrows,Batter,BatterSide,Outs,Balls,Strikes,TaggedPitchType,PitchCall,RelSpeed,PlayResult,TaggedHitType
1,2026/9/4,1,1,森山,Right,野田,Left,0,0,0,Fastball,StrikeCalled,139,,
2,2026/9/4,1,2,森山,Right,野田,Left,0,0,1,Cutter,StrikeCalled,127,,
3,2026/9/4,1,3,森山,Right,野田,Left,0,0,2,Splitter,FoulBallFieldable,124,,
4,2026/9/4,1,4,森山,Right,野田,Left,0,0,2,Fastball,BallCalled,140,,
5,2026/9/4,1,5,森山,Right,野田,Left,0,1,2,Cutter,BallCalled,130,,
6,2026/9/4,1,6,森山,Right,野田,Left,0,2,2,Cutter,FoulBallFieldable,128,,
7,2026/9/4,1,7,森山,Right,野田,Left,0,2,2,Fastball,InPlay,141,Out,GroundBall
8,2026/9/4,2,1,森山,Right,金子,Right,1,0,0,Cutter,BallCalled,125,,
9,2026/9/4,2,2,森山,Right,金子,Right,1,1,0,Fastball,StrikeCalled,-,,
10,2026/9/4,2,3,森山,Right,金子,Right,1,1,1,Cutter,InPlay,123,Single,GroundBall
11,2026/9/4,3,1,森山,Right,新井,Left,1,0,0,Cutter,BallCalled,127,,
12,2026/9/4,3,2,森山,Right,新井,Left,1,1,0,Fastball,FoulBallFieldable,138,,
13,2026/9/4,3,3,森山,Right,新井,Left,1,1,1,Splitter,FoulBallFieldable,123,,
14,2026/9/4,3,4,森山,Right,新井,Left,1,1,2,Cutter,BallCalled,128,,
15,2026/9/4,3,5,森山,Right,新井,Left,1,2,2,Fastball,InPlay,141,Double,FlyBall
16,2026/9/4,4,1,森山,Right,大平,Right,1,0,0,Curveball,BallCalled,95,,
17,2026/9/4,4,2,森山,Right,大平,Right,1,1,0,Fastball,FoulBallFieldable,139,,
18,2026/9/4,4,3,森山,Right,大平,Right,1,1,1,Cutter,BallCalled,125,,
19,2026/9/4,4,4,森山,Right,大平,Right,1,2,1,Fastball,BallCalled,136,,
20,2026/9/4,4,5,森山,Right,大平,Right,1,3,1,Fastball,StrikeCalled,137,,
21,2026/9/4,4,6,森山,Right,大平,Right,1,3,2,Fastball,FoulBallFieldable,136,,
22,2026/9/4,4,7,森山,Right,大平,Right,1,3,2,Fastball,InPlay,139,Out,GroundBall
23,2026/9/4,5,1,森山,Right,西谷,Left,2,0,0,Fastball,BallCalled,140,Out,Popup
24,2026/9/4,1,2,森山,Right,西谷,Left,0,0,0,Cutter,InPlay,129,Out,Popup
25,2026/9/4,2,1,森山,Right,髙橋隆,Left,1,0,0,Fastball,FoulBallFieldable,140,,
26,2026/9/4,2,2,森山,Right,髙橋隆,Left,1,0,1,Fastball,BallCalled,141,,
27,2026/9/4,2,3,森山,Right,髙橋隆,Left,1,1,1,Cutter,BallCalled,128,,
28,2026/9/4,2,4,森山,Right,髙橋隆,Left,1,2,1,Fastball,StrikeCalled,138,,
29,2026/9/4,2,5,森山,Right,髙橋隆,Left,1,2,2,Fastball,FoulBallFieldable,139,,
30,2026/9/4,2,6,森山,Right,髙橋隆,Left,1,2,2,Fastball,BallCalled,141,,
31,2026/9/4,2,7,森山,Right,髙橋隆,Left,1,3,2,Fastball,InPlay,139,Out,FlyBall
32,2026/9/4,3,1,森山,Right,荘川,Left,2,0,0,Fastball,InPlay,140,Single,LineDrive
33,2026/9/4,4,1,森山,Right,原口,Right,2,0,0,Cutter,FoulBallFieldable,124,,
34,2026/9/4,4,2,森山,Right,原口,Right,2,0,1,Cutter,StrikeCalled,121,,
35,2026/9/4,4,3,森山,Right,原口,Right,2,0,2,Fastball,BallCalled,135,,
36,2026/9/4,4,4,森山,Right,原口,Right,2,1,2,Splitter,StrikeCalled,133,Strikeout,
37,2026/9/4,1,1,森山,Right,風見,Right,0,0,0,Cutter,BallCalled,127,,
38,2026/9/4,1,2,森山,Right,風見,Right,0,1,0,Splitter,StrikeSwinging,133,,
39,2026/9/4,1,3,森山,Right,風見,Right,0,1,1,Fastball,InPlay,137,Out,FlyBall
40,2026/9/4,2,1,森山,Right,秋田,Right,1,0,0,Splitter,StrikeSwinging,126,,
41,2026/9/4,2,2,森山,Right,秋田,Right,1,0,1,Cutter,BallCalled,122,,
42,2026/9/4,2,3,森山,Right,秋田,Right,1,1,1,Fastball,StrikeCalled,136,,
43,2026/9/4,2,4,森山,Right,秋田,Right,1,1,2,Fastball,InPlay,133,Single,GroundBall
1,2026/9/4,1,1,佐々木,Left,野田,Left,0,0,0,Slider,BallCalled,114,,
2,2026/9/4,1,2,佐々木,Left,野田,Left,0,1,0,Fastball,FoulBallFieldable,128,,
3,2026/9/4,1,3,佐々木,Left,野田,Left,0,1,1,Fastball,BallCalled,131,,
4,2026/9/4,1,4,佐々木,Left,野田,Left,0,2,1,Slider,StrikeCalled,117,,
5,2026/9/4,1,5,佐々木,Left,野田,Left,0,2,2,Fastball,BallCalled,129,Walk,
6,2026/9/4,2,1,佐々木,Left,金子,Right,0,0,0,Fastball,StrikeCalled,122,,
7,2026/9/4,2,2,佐々木,Left,金子,Right,0,0,1,Fastball,InPlay,126,Sacrifice,GroundBall
8,2026/9/4,3,1,佐々木,Left,新井,Left,1,0,0,Slider,StrikeCalled,114,,
9,2026/9/4,3,2,佐々木,Left,新井,Left,1,0,1,Slider,InPlay,117,Sacrifice,FlyBall
10,2026/9/4,4,1,佐々木,Left,大平,Right,2,0,0,Slider,StrikeCalled,113,,
11,2026/9/4,4,2,佐々木,Left,大平,Right,2,0,1,Slider,StrikeCalled,114,,
12,2026/9/4,4,3,佐々木,Left,大平,Right,2,0,2,Fastball,FoulBallFieldable,132,,
13,2026/9/4,4,4,佐々木,Left,大平,Right,2,0,2,Slider,InPlay,115,Out,GroundBall
14,2026/9/4,1,1,佐々木,Left,西谷,Left,0,0,0,Fastball,BallCalled,128,,
15,2026/9/4,1,2,佐々木,Left,西谷,Left,0,1,0,Fastball,StrikeSwinging,128,,
16,2026/9/4,1,3,佐々木,Left,西谷,Left,0,1,1,Fastball,InPlay,128,Single,LineDrive
17,2026/9/4,2,1,佐々木,Left,髙橋隆,Left,0,0,0,Fastball,StrikeCalled,127,,
18,2026/9/4,2,2,佐々木,Left,髙橋隆,Left,0,0,1,Fastball,BallCalled,128,,
19,2026/9/4,2,3,佐々木,Left,髙橋隆,Left,0,1,1,Slider,StrikeCalled,116,,
20,2026/9/4,2,4,佐々木,Left,髙橋隆,Left,0,1,2,Slider,FoulBallFieldable,115,,
21,2026/9/4,2,5,佐々木,Left,髙橋隆,Left,0,1,2,Fastball,StrikeSwinging,129,Out,
22,2026/9/4,3,1,佐々木,Left,荘川,Left,1,0,0,Fastball,InPlay,126,Out,GroundBall
23,2026/9/4,4,1,佐々木,Left,大野,Left,2,0,0,Slider,StrikeCalled,112,,
24,2026/9/4,4,2,佐々木,Left,大野,Left,2,0,1,Slider,InPlay,118,Out,FlyBall
25,2026/9/4,1,1,佐々木,Left,箭原,Left,0,0,0,Curveball,BallCalled,104,,
26,2026/9/4,1,2,佐々木,Left,箭原,Left,0,1,0,Fastball,BallCalled,127,,
27,2026/9/4,1,3,佐々木,Left,箭原,Left,0,2,0,Slider,BallCalled,125,,
28,2026/9/4,1,4,佐々木,Left,箭原,Left,0,3,0,Slider,BallCalled,127,Walk,
29,2026/9/4,2,1,佐々木,Left,鈴木雅,Left,0,0,0,Slider,BallCalled,111,,
30,2026/9/4,2,2,佐々木,Left,鈴木雅,Left,0,1,0,Fastball,StrikeCalled,127,,
31,2026/9/4,2,3,佐々木,Left,鈴木雅,Left,0,1,1,Slider,BallCalled,-,,
32,2026/9/4,2,4,佐々木,Left,鈴木雅,Left,0,2,1,Fastball,InPlay,128,Single,FlyBall
33,2026/9/4,3,1,佐々木,Left,野田,Left,0,0,0,Fastball,FoulBallFieldable,128,,
34,2026/9/4,3,2,佐々木,Left,野田,Left,0,0,1,Slider,StrikeCalled,118,,
35,2026/9/4,3,3,佐々木,Left,野田,Left,0,0,2,Fastball,FoulBallFieldable,129,,
36,2026/9/4,3,4,佐々木,Left,野田,Left,0,0,2,ChangeUp,InPlay,120,Out,FlyBall
37,2026/9/4,4,1,佐々木,Left,金子,Right,1,0,0,Slider,StrikeCalled,115,,
38,2026/9/4,4,2,佐々木,Left,金子,Right,1,0,1,Fastball,InPlay,126,Out,GroundBall
39,2026/9/4,5,1,佐々木,Left,池田,Left,2,0,0,Fastball,BallCalled,125,,
40,2026/9/4,5,2,佐々木,Left,池田,Left,2,1,0,Fastball,BallCalled,132,,
41,2026/9/4,5,3,佐々木,Left,池田,Left,2,2,0,Fastball,InPlay,130,Single,LineDrive
1,2026/9/4,1,1,俵積田,Right,津田,Left,0,0,0,Fastball,StrikeCalled,-,,
2,2026/9/4,1,2,俵積田,Right,津田,Left,0,0,1,ChangeUp,InPlay,111,Out,FlyBall
3,2026/9/4,2,1,俵積田,Right,茨木,Left,1,0,0,Curveball,BallCalled,110,,
4,2026/9/4,2,2,俵積田,Right,茨木,Left,1,1,0,Fastball,StrikeCalled,129,,
5,2026/9/4,2,3,俵積田,Right,茨木,Left,1,1,1,Fastball,StrikeCalled,-,,
6,2026/9/4,2,4,俵積田,Right,茨木,Left,1,1,2,ChangeUp,BallCalled,-,,
7,2026/9/4,2,5,俵積田,Right,茨木,Left,1,2,2,Fastball,FoulBallFieldable,130,,
8,2026/9/4,2,6,俵積田,Right,茨木,Left,1,2,2,Slider,BallCalled,119,,
9,2026/9/4,2,7,俵積田,Right,茨木,Left,1,3,2,Fastball,BallCalled,131,Walk,
10,2026/9/4,3,1,俵積田,Right,吉田壮,Left,1,0,0,Fastball,BallCalled,131,,
